total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,bw,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,2,2,MOHANLAL Syamlal,4882,1989-05-10,M,IND,A,100.44,105 kg Men,0,1,212,140,146,151,151,176,182,188,188,339
2,4,1,THOMAS Meamea,3310,1985-09-11,M,KIR,A,104.64,105 kg Men,0,1,212,125,135,140,140,175,190,-200,190,330
3,5,3,OPELOGE Tovia,5341,1990-03-27,M,SAM,A,102.9,105 kg Men,0,1,212,130,-135,-135,130,170,176,187,187,317
4,3,4,GALSWORTHY Robert,4891,1989-05-17,M,AUS,A,104.88,105 kg Men,0,1,212,130,137,141,141,160,170,176,176,317
5,6,5,GARDNER Luke Raymond,4399,1988-05-08,M,AUS,A,104.62,105 kg Men,0,1,212,115,122,-129,122,145,158,165,165,287
6,7,6,CORREOS David,6955,1992-12-08,M,NZL,A,102.92,105 kg Men,0,1,212,113,116,-120,116,150,153,159,159,275
7,8,7,HAMANI Sione,5450,1990-05-31,M,TGA,A,95.45,105 kg Men,0,1,212,88,95,-102,95,113,120,126,126,221
NA,1,NA,OPELOGE Niusila,1641,1980-06-23,M,SAM,A,104.29,105 kg Men,0,1,212,-150,150,155,155,-193,-193,-193,NA,NA
1,1,1,KHUMUKCHAM Sanjita Chanu,7863,1994-01-02,W,IND,A,47.54,48 kg Women,0,1,212,64,-68,-68,64,83,87,90,90,154
2,2,2,HARE Kathleen,4189,1987-11-23,W,PNG,A,47.24,48 kg Women,0,1,212,55,60,-62,60,70,-75,75,75,135
1,1,1,TOUA Loa Dika,2865,1984-06-23,W,PNG,A,52.22,53 kg Women,0,1,212,70,75,80,80,-95,95,102,102,182
2,2,2,TIKINA Gopal Tikina,1645,1980-07-05,W,IND,A,52.44,53 kg Women,0,1,212,-70,70,74,74,-88,88,-91,88,162
3,4,4,KATILA Venkata Lakshmi,7339,1993-05-20,W,IND,A,52.78,53 kg Women,0,1,212,57,64,66,66,80,85,-88,85,151
4,5,3,BE Socheata,5135,1989-12-12,W,AUS,A,52.58,53 kg Women,0,1,212,60,-65,65,65,79,82,85,85,150
5,3,5,HALE Phillipa,3011,1984-12-08,W,NZL,A,51.53,53 kg Women,0,1,212,62,66,68,68,-75,75,78,78,146
1,1,1,CHINCHWADE Ranjit Kalgonda,5910,1991-04-28,M,IND,A,55.86,56 kg Men,0,1,212,95,-99,99,99,118,122,125,125,224
2,2,2,BRECHTEFELD Elson Edward,8000,1994-03-02,M,NRU,A,55.47,56 kg Men,0,1,212,97,-102,-102,97,120,-125,-125,120,217
3,3,3,OALA Fred Karoho,9859,1996-09-12,M,PNG,B,55.31,56 kg Men,0,1,212,-75,75,80,80,102,107,108,108,188
4,4,4,MOREA Ignatius,9100,1995-08-27,M,PNG,B,55.77,56 kg Men,0,1,212,65,-70,-70,65,80,-85,85,85,150
1,2,1,SETHI Minati,5270,1990-02-11,W,IND,A,57.5,58 kg Women,0,1,212,73,-75,75,75,92,96,100,100,175
2,1,3,"NAMEIRAKPAM Sumanbala Devi",6939,1992-12-01,W,IND,A,57.04,58 kg Women,0,1,212,70,73,76,76,90,-95,-95,90,166
3,3,2,WINI Jenly Tegu,2549,1983-06-09,W,SOL,A,56.33,58 kg Women,0,1,212,65,-68,68,68,90,93,-95,93,161
4,4,4,MEIER Christine,2553,1983-06-16,W,AUS,A,57.86,58 kg Women,0,1,212,-65,65,68,68,82,86,-87,86,154
5,5,5,KUMERICH Nicole,595,1975-01-24,W,NZL,A,57.35,58 kg Women,0,1,212,62,65,67,67,77,80,-83,80,147
6,6,6,EDGE Jessica Pauline,3763,1986-11-13,W,AUS,A,56.73,58 kg Women,0,1,212,-60,-60,60,60,77,-80,-80,77,137
7,7,7,KASSMAN Monalisa Naime,6895,1992-11-05,W,PNG,A,57.14,58 kg Women,0,1,212,-55,55,58,58,70,-75,-75,70,128
1,1,1,SARANG Rustam,4663,1988-12-12,M,IND,A,61.83,62 kg Men,0,1,212,112,116,-118,116,140,144,NA,144,260
2,3,2,DILLI Senthamizh Selvan,4025,1987-06-26,M,IND,A,61.42,62 kg Men,0,1,212,106,110,-115,110,136,141,-145,141,251
3,2,3,KOUM Koum Daniel,3208,1985-05-27,M,AUS,A,61.22,62 kg Men,0,1,212,105,-110,110,110,130,135,140,140,250
4,6,4,GUINARES Ianne Ernesto Vergara,4265,1988-01-12,M,NZL,A,61.48,62 kg Men,0,1,212,-103,103,-106,103,130,133,136,136,239
5,4,5,BARU Morea,5376,1990-04-15,M,PNG,A,60.87,62 kg Men,0,1,212,100,-105,105,105,130,-135,-135,130,235
6,5,7,LAPUA Lapua Tuau,5897,1991-04-15,M,TUV,A,61.36,62 kg Men,0,1,212,100,105,-110,105,120,-130,NA,120,225
7,7,6,RAMOHAKA Brown Chester,4292,1988-02-02,M,SOL,A,61.45,62 kg Men,0,1,212,-95,-95,95,95,-125,-125,125,125,220
8,8,8,RANGIDIMI Chris Akarba,9061,1995-08-07,M,NRU,B,61.47,62 kg Men,0,1,212,65,75,81,81,-100,100,110,110,191
9,9,9,FUKUYAMA Fusakichi Adam,9700,1996-06-23,M,KIR,B,61.43,62 kg Men,0,1,212,-75,75,80,80,-107,-107,107,107,187
10,10,10,UNGA Selimoti,7807,1993-12-29,M,TGA,B,61.93,62 kg Men,0,1,212,62,-65,65,65,82,85,-87,85,150
1,1,1,RAJWANT Kaur,3890,1987-03-02,W,IND,A,61.97,63 kg Women,0,1,212,70,74,76,76,92,96,-101,96,172
2,2,2,IRO Hepline,6517,1992-04-15,W,SOL,A,61.9,63 kg Women,0,1,212,-70,70,74,74,88,90,-93,90,164
3,3,3,ROBINSON Melissa,1885,1981-05-01,W,AUS,A,62.54,63 kg Women,0,1,212,65,69,-71,69,83,86,-91,86,155
4,5,4,TUIPULOTI Fakaola,10108,1997-01-18,W,TGA,A,61.98,63 kg Women,0,1,212,62,-65,65,65,82,-85,-85,82,147
5,4,6,ROBERTS Lauren,3165,1985-04-04,W,NZL,A,62.37,63 kg Women,0,1,212,61,64,66,66,-77,77,-80,77,143
6,6,5,GOODMAN Rachel Anne,10366,1997-05-07,W,AUS,A,62.82,63 kg Women,0,1,212,52,56,58,58,70,74,78,78,136
1,1,1,"NAMECHAND Sunilkumar",5008,1989-08-16,M,IND,A,68.11,69 kg Men,0,1,212,119,123,126,126,147,152,-156,152,278
2,2,2,TOROMON Takenibeia,6367,1992-01-29,M,KIR,A,68.44,69 kg Men,0,1,212,113,119,-124,119,148,-160,NA,148,267
3,3,3,VILLALON Vester Louie,6191,1991-11-13,M,NZL,A,67.44,69 kg Men,0,1,212,102,-105,-105,102,-130,130,135,135,237
4,5,4,UDIA Toua,6953,1992-12-07,M,PNG,A,68.19,69 kg Men,0,1,212,-100,100,-105,100,-135,-135,135,135,235
5,4,5,EDWARDS John,2125,1982-02-21,M,NZL,A,68.05,69 kg Men,0,1,212,90,95,100,100,120,-124,124,124,224
6,8,6,WAIBEIYA Tom-Jaye,9292,1995-12-17,M,NRU,A,67.53,69 kg Men,0,1,212,70,83,-87,83,100,110,117,117,200
7,6,7,PALANITE Ofatonga,8674,1995-01-30,M,TGA,A,67.52,69 kg Men,0,1,212,82,-85,85,85,103,106,110,110,195
8,7,8,SAKARIAS Leo,921,1977-07-07,M,PNG,A,68.01,69 kg Men,0,1,212,80,-85,85,85,105,110,-117,110,195
1,2,1,DEVI Laishram Monika,2463,1983-03-01,W,IND,A,68.84,69 kg Women,0,1,212,90,94,96,96,107,111,NA,111,207
2,1,2,ARES-PILON Marie-Josee,2182,1982-04-30,W,CAN,A,67.51,69 kg Women,0,1,212,90,94,96,96,-100,100,105,105,201
3,4,3,AH KUOI Manu,2309,1982-10-14,W,SAM,A,67.99,69 kg Women,0,1,212,75,79,NA,79,100,104,-110,104,183
4,3,4,LUI Vanissa,6139,1991-10-08,W,SAM,A,67.94,69 kg Women,0,1,212,75,-79,79,79,100,-104,-104,100,179
5,5,5,GUBA Hale Mea,3613,1986-06-07,W,PNG,A,65.37,69 kg Women,0,1,212,70,-75,75,75,90,-95,-95,90,165
6,6,6,AKO Sandra,8002,1994-03-03,W,PNG,A,68.76,69 kg Women,0,1,212,65,-70,70,70,85,90,-95,90,160
7,7,7,ANDERSON HORELL Ruth Mary,2811,1984-04-11,W,NZL,A,67.26,69 kg Women,0,1,212,60,64,67,67,80,85,-88,85,152
8,8,8,KEPAE Giovika,7987,1994-02-23,W,NRU,A,67.86,69 kg Women,0,1,212,60,67,-72,67,75,80,-85,80,147
1,1,1,OPELOGE Mary,6361,1992-01-24,W,SAM,A,73.62,75 kg Women,0,1,212,95,100,103,103,-120,120,-130,120,223
2,2,2,MYERS Jenna Anne,3503,1986-03-01,W,AUS,A,74.58,75 kg Women,0,1,212,-92,92,96,96,110,115,-118,115,211
3,3,3,LAMBRECH Chantal,5280,1990-02-22,W,NZL,A,73.75,75 kg Women,0,1,212,73,76,-77,76,94,97,99,99,175
4,4,4,WILLIAMS Tasha,447,1973-07-31,W,NZL,A,73.26,75 kg Women,0,1,212,65,70,-75,70,93,-98,-98,93,163
1,1,1,SIVALINGAM Sathish Kumar,6632,1992-06-23,M,IND,A,76.5,77 kg Men,0,1,212,126,131,-135,131,156,161,166,166,297
2,2,2,PERIVE Toafitu,3059,1985-01-07,M,SAM,A,76.35,77 kg Men,0,1,212,120,124,126,126,158,162,-167,162,288
3,4,3,TURNER Benjamin,2753,1984-01-23,M,AUS,A,75.57,77 kg Men,0,1,212,117,121,-124,121,155,161,-167,161,282
4,5,4,PESALELI Bob,6981,1992-12-21,M,SAM,A,75.04,77 kg Men,0,1,212,111,115,117,117,150,155,160,160,277
5,3,6,ALIKLIK Ika,3312,1985-09-16,M,NRU,A,75.96,77 kg Men,0,1,212,120,-125,125,125,145,150,-161,150,275
6,6,8,KATZ Daniel Maurice,5456,1990-06-09,M,AUS,A,76.5,77 kg Men,0,1,212,112,117,-120,117,142,-150,-150,142,259
7,9,5,MADSEN Mathew Fraser,6240,1991-12-16,M,NZL,A,76.6,77 kg Men,0,1,212,107,-110,-110,107,145,151,-153,151,258
8,7,7,FINAU Ilaniume,3578,1986-05-09,M,TGA,A,74.46,77 kg Men,0,1,212,110,-115,-115,110,140,-145,145,145,255
NA,NA,NA,DEIRANAUW Bronco,5835,1991-03-04,M,NRU,A,76.73,77 kg Men,0,1,212,-122,NA,NA,NA,NA,NA,NA,NA,NA
9,8,9,KARITEMA Otang,7581,1993-09-13,M,KIR,B,73.49,77 kg Men,0,1,212,-107,-107,107,107,125,-133,133,133,240
10,10,10,HAN Terry,4982,1989-07-26,M,NZL,B,74.44,77 kg Men,0,1,212,90,95,100,100,123,128,133,133,233
11,11,11,HENI Udu,505,1974-03-31,M,PNG,B,73.15,77 kg Men,0,1,212,70,75,80,80,90,100,105,105,185
1,1,1,PATTERSON Richard John Edward,2515,1983-04-30,M,NZL,A,84.37,85 kg Men,0,1,212,145,150,-153,150,177,-184,184,184,334
2,3,2,KARI Steven Kukuna,7325,1993-05-13,M,PNG,A,84.85,85 kg Men,0,1,212,135,140,-143,140,175,184,-188,184,324
3,2,3,DUMAIS Paul,5839,1991-03-08,M,CAN,A,84.93,85 kg Men,0,1,212,145,-150,-150,145,170,-175,175,175,320
4,4,4,MAPOSUA Uati,798,1976-07-26,M,SAM,A,83.69,85 kg Men,0,1,212,130,-135,-135,130,165,170,-175,170,300
5,5,5,LEUO Siaosi,6881,1992-10-26,M,SAM,A,84.6,85 kg Men,0,1,212,-115,115,120,120,150,157,-160,157,277
6,6,6,NG Choon Yeow,7604,1993-09-24,M,SGP,A,82.7,85 kg Men,0,1,212,87,92,95,95,115,120,-123,120,215
1,2,1,KATOATAU David,2887,1984-07-17,M,KIR,A,93.45,94 kg Men,0,1,212,138,-142,-142,138,187,192,-200,192,330
2,1,2,MALI Chandrakant Dadu,4098,1987-08-28,M,IND,A,93.16,94 kg Men,0,1,212,-140,-140,140,140,172,185,189,189,329
3,3,3,CIANCIO Christopher,2817,1984-04-17,M,AUS,A,90.73,94 kg Men,0,1,212,135,NA,NA,135,165,NA,NA,165,300
4,4,4,OPELOGE Petunu,8237,1994-06-27,M,SAM,A,89.15,94 kg Men,0,1,212,118,122,-125,122,152,-160,160,160,282
5,5,5,MOLISA Pala Basil,1351,1979-04-15,M,VAN,A,88.91,94 kg Men,0,1,212,100,-110,-110,100,120,130,-135,130,230
6,6,6,VEA Wilford Christopher,6853,1992-10-13,M,TGA,A,93.02,94 kg Men,0,1,212,90,95,100,100,113,120,125,125,225
NA,NA,NA,FAAULIULI Faavae,2524,1983-05-12,M,SAM,A,93.56,94 kg Men,0,1,212,-136,-136,NA,NA,NA,NA,NA,NA,NA
