total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,bw,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,1,1,WU Kirsten,7250,1993-04-08,W,AUS,A,52.6,53 kg Women,0,1,85,45,49,53,53,63,65,68,68,121
2,2,3,MANIULUA Maketalena,8040,1994-03-20,W,NCL,A,52.9,53 kg Women,0,1,85,45,50,52,52,60,65,-68,65,117
3,3,2,SAMUEL Ranuinu,7145,1993-02-14,W,PNG,A,52,53 kg Women,0,1,85,48,51,-53,51,60,65,-68,65,116
4,4,4,COWEN Sophie,10389,1997-05-16,W,AUS,A,51.8,53 kg Women,0,1,85,-31,31,36,36,47,50,53,53,89
5,6,5,LOLOHEA Luisa,8538,1994-12-09,W,FIJ,A,51.4,53 kg Women,0,1,85,33,-36,-38,33,-47,47,-50,47,80
6,5,6,TAUWAI Teresia Ella Kula,9194,1995-10-20,W,FIJ,A,52.3,53 kg Women,0,1,85,-35,35,-37,35,35,-40,40,40,75
1,1,1,BRECHTEFELD Elson Edward,8000,1994-03-02,M,NRU,A,55.9,56 kg Men,0,1,85,-87,87,-95,87,110,115,-120,115,202
2,3,2,MOREA Ignatius,9100,1995-08-27,M,PNG,A,50.6,56 kg Men,0,1,85,30,35,-40,35,40,45,50,50,85
3,2,3,MOREA Lahui,9963,1996-11-17,M,PNG,A,50.4,56 kg Men,0,1,85,35,-40,-40,35,35,40,-45,40,75
1,1,1,MULLINS Andrea,8079,1994-04-10,W,AUS,A,55.6,58 kg Women,0,1,85,47,-51,51,51,62,66,69,69,120
2,2,2,TIMI Julia Ana,9893,1996-10-03,W,FIJ,A,56.1,58 kg Women,0,1,85,30,35,40,40,35,42,47,47,87
1,3,1,PESALELI Bob,7122,1993-02-05,M,SAM,A,61.8,62 kg Men,0,1,85,-80,80,-85,80,110,-115,-120,110,190
2,2,2,TAUFA Michael Elborn,7123,1993-02-05,M,TGA,A,61.1,62 kg Men,0,1,85,75,80,-85,80,100,105,-110,105,185
3,1,3,RAU Jack,7575,1993-09-09,M,AUS,A,60.4,62 kg Men,0,1,85,77,82,-85,82,100,-104,-104,100,182
NA,NA,NA,VIRA Simioni,8245,1994-07-01,M,FIJ,A,60.9,62 kg Men,0,1,85,-46,-46,-46,NA,NA,NA,NA,NA,NA
1,1,1,KAHI Michelle Helena,8067,1994-04-06,W,AUS,A,62.2,63 kg Women,0,1,85,-71,71,-76,71,83,90,93,93,164
NA,NA,NA,TIARE Ana Vatau,7638,1993-10-07,W,FIJ,A,58.5,63 kg Women,0,1,85,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,KARI Steven Kukuna,7325,1993-05-13,M,PNG,A,68,69 kg Men,0,1,85,105,112,116,116,135,144,-150,144,260
2,2,2,TOOKE Teaeki,8284,1994-07-25,M,KIR,A,68.6,69 kg Men,0,1,85,90,-95,95,95,-116,-116,116,116,211
3,3,3,MILNE Josh,7593,1993-09-19,M,NZL,A,68.9,69 kg Men,0,1,85,83,88,-92,88,103,108,112,112,200
4,5,4,MUNNS Matthew Thomas,7159,1993-02-24,M,AUS,A,67.3,69 kg Men,0,1,85,68,73,-78,73,98,104,-108,104,177
5,4,5,RATCLIFFE Jake,8283,1994-07-25,M,AUS,A,68.7,69 kg Men,0,1,85,67,72,75,75,86,91,96,96,171
6,7,6,VILLANUEVA Dimitri,8268,1994-07-14,M,PLW,A,66,69 kg Men,0,1,85,65,-70,70,70,85,90,-95,90,160
7,6,7,LOLOHEA Charlie,7288,1993-04-30,M,FIJ,A,65.8,69 kg Men,0,1,85,65,-70,70,70,80,-90,-90,80,150
8,8,8,ROKOROKOVAKANACE,7873,1994-01-07,M,FIJ,A,64.3,69 kg Men,0,1,85,55,60,-65,60,75,-80,-83,75,135
1,1,1,MERO Khalza,8959,1995-06-12,W,NCL,A,66.7,69 kg Women,0,1,85,35,40,45,45,45,50,-53,50,95
1,2,1,BOB Kabuati Silas,8452,1994-10-19,M,KIR,A,73.8,77 kg Men,0,1,85,85,90,-94,90,110,-118,122,122,212
2,1,2,LARKINS Liam Peter,7578,1993-09-12,M,AUS,A,73,77 kg Men,0,1,85,85,90,93,93,110,-116,116,116,209
3,3,3,FALMED Fidelis,7771,1993-12-08,M,FSM,A,76.4,77 kg Men,0,1,85,80,-86,86,86,-112,112,115,115,201
4,4,4,FAUSTINO Maverick T.,8278,1994-07-23,M,PLW,A,76.3,77 kg Men,0,1,85,75,80,-85,80,95,100,-102,100,180
1,2,1,OPELOGE Petunu,8237,1994-06-27,M,SAM,A,83.4,85 kg Men,0,1,85,101,105,108,108,140,-145,145,145,253
2,1,2,LAGIKULA Igor Tasitolo,7377,1993-06-06,M,NCL,A,81.1,85 kg Men,0,1,85,110,-115,115,115,130,137,-140,137,252
3,3,3,GREGORY-HUNT Saxon,7314,1993-05-11,M,NZL,A,79.7,85 kg Men,0,1,85,98,-103,-103,98,115,120,124,124,222
4,4,4,FAAGU Saumaleato,7891,1994-01-16,M,ASA,A,82.2,85 kg Men,0,1,85,83,88,91,91,103,-108,110,110,201
5,5,5,WEN Henry,7179,1993-03-04,M,AUS,A,81.7,85 kg Men,0,1,85,75,77,80,80,95,100,104,104,184
6,6,6,BRUERTON Stewart James,7699,1993-11-04,M,NZL,A,77.4,85 kg Men,0,1,85,70,75,-80,75,75,80,85,85,160
1,2,1,PASFIELD Ryan,7416,1993-06-27,M,AUS,A,91.1,94 kg Men,0,1,85,78,NA,NA,78,110,116,NA,116,194
2,1,2,GALLACHER Jordy,7468,1993-07-19,M,AUS,A,89.9,94 kg Men,0,1,85,75,80,85,85,95,-100,-105,95,180
3,3,3,PRENDERGAST Samuel,8450,1994-10-17,M,NZL,A,88.4,94 kg Men,0,1,85,62,66,70,70,87,92,-100,92,162
