total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,bw,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
2,1,2,ZENG Ying,4207,1987-12-09,W,CHN,A,57.62,58 kg Women,0,1,321,85,-90,90,90,110,-114,-114,110,200
3,3,3,LIN Tsu-Ling,2783,1984-03-05,W,TPE,A,56.52,58 kg Women,0,1,321,75,-78,78,78,96,101,-105,101,179
4,4,4,KU Chih-Hua,2869,1984-06-26,W,TPE,A,56.97,58 kg Women,0,1,321,70,75,-80,75,95,-100,-100,95,170
5,5,5,HOWELL Sarah,2666,1983-11-06,W,USA,A,56.27,58 kg Women,0,1,321,70,-73,73,73,86,90,-93,90,163
6,6,6,HUBBARD Amanda,2184,1982-05-01,W,USA,A,56.63,58 kg Women,0,1,321,68,-70,-70,68,85,-88,-88,85,153
7,7,7,TEEUWEN Ingrid,1862,1981-03-30,W,NED,A,54.6,58 kg Women,0,1,321,38,42,-46,42,52,-57,-57,52,94
1,1,1,DU Binghao,2859,1984-06-17,M,CHN,A,60.08,62 kg Men,0,1,321,115,118,120,120,145,150,155,155,275
2,4,2,CULCAY Marcos,1120,1978-06-05,M,ECU,A,61.98,62 kg Men,0,1,321,-112,112,-113,112,-150,151,-156,151,263
3,2,3,HUDAYBERGENOV Tolkunbek,3443,1986-01-04,M,TKM,A,61.4,62 kg Men,0,1,321,-112,112,-117,112,143,148,-151,148,260
4,5,4,MARTIN RUBIO Manuel Dario,909,1977-05-11,M,ESP,A,62,62 kg Men,0,1,321,-112,-112,112,112,143,148,-152,148,260
5,3,5,OSHIRO Ryuzo,2494,1983-04-09,M,JPN,A,61.54,62 kg Men,0,1,321,-108,108,112,112,133,138,-141,138,250
6,6,6,YAMAUCHI Kyle,2468,1983-03-05,M,USA,A,61.59,62 kg Men,0,1,321,102,106,108,108,127,131,135,135,243
7,7,7,GARCIA SERRANO Fernando Tomas,3724,1986-10-08,M,ESP,A,61.83,62 kg Men,0,1,321,102,-107,108,108,125,130,-136,130,238
8,8,8,LUSSIER Dominic,2785,1984-03-10,M,CAN,A,61.04,62 kg Men,0,1,321,98,-102,102,102,122,126,-130,126,228
9,9,9,BESSEMS Robbert,1394,1979-08-09,M,NED,A,56.74,62 kg Men,0,1,321,50,55,60,60,65,70,-75,70,130
1,1,1,LIU Xia,1810,1981-01-16,W,CHN,A,62.61,63 kg Women,0,1,321,95,98,-105,98,-125,-129,129,129,227
2,2,3,SLIVENKO Oxana,3797,1986-12-20,W,RUS,A,62.56,63 kg Women,0,1,321,87,92,95,95,111,118,120,120,215
3,5,2,SABLINA Olga,1054,1978-01-23,W,KAZ,A,62.23,63 kg Women,0,1,321,87,-92,-92,87,118,121,-128,121,208
4,3,4,MISTERSKA Dominika,1387,1979-07-20,W,POL,A,62.06,63 kg Women,0,1,321,90,92,-94,92,115,-118,-118,115,207
5,4,5,PICON Monica Maria,2789,1984-03-14,W,COL,A,59.55,63 kg Women,0,1,321,83,86,88,88,107,112,114,114,202
6,8,6,QUARTON Emily,2902,1984-08-09,W,CAN,A,61.81,63 kg Women,0,1,321,-77,77,-81,77,97,101,103,103,180
7,6,7,TOKESHI Masako,2552,1983-06-15,W,JPN,A,60.4,63 kg Women,0,1,321,-78,78,-81,78,-97,97,99,99,177
8,7,8,RUANO CASTRO Ogla,1620,1980-05-09,W,GUA,A,62.62,63 kg Women,0,1,321,78,-82,-82,78,-95,95,99,99,177
9,10,9,CIARELLI Maryn L.,1900,1981-06-04,W,USA,A,62.9,63 kg Women,0,1,321,75,-77,-77,75,92,94,-96,94,169
10,9,11,MIHAILOVA Oksana,2778,1984-02-22,W,LAT,A,62.46,63 kg Women,0,1,321,71,74,76,76,85,88,-91,88,164
11,11,10,VICENTE Antonia,1409,1979-08-30,W,ESP,A,62.3,63 kg Women,0,1,321,65,70,-74,70,88,92,-95,92,162
1,2,1,BINAY Mete,3075,1985-01-19,M,TUR,A,66.49,69 kg Men,0,1,321,140,145,-147,145,160,165,167,167,312
2,3,2,IDROVO SUAREZ Julio Cesar,1853,1981-03-15,M,ECU,A,68.58,69 kg Men,0,1,321,135,-140,-141,135,-153,-153,153,153,288
3,5,3,BROWER Henry,2088,1982-01-04,M,USA,A,68.76,69 kg Men,0,1,321,-120,120,-124,120,-150,150,152,152,272
4,4,6,SUYWENS Samuel,1531,1980-01-21,M,FRA,A,66.47,69 kg Men,0,1,321,122,125,-127,125,143,146,-149,146,271
5,6,4,TAIRA Kenta,2794,1984-03-20,M,JPN,A,68.8,69 kg Men,0,1,321,116,-120,120,120,-151,151,-153,151,271
6,7,5,DOROTNIAK Pawel,2437,1983-01-17,M,POL,A,68.54,69 kg Men,0,1,321,-115,-116,116,116,140,145,147,147,263
7,9,7,BAZIN Anthony,2601,1983-08-17,M,FRA,A,68.97,69 kg Men,0,1,321,107,-110,-110,107,-145,145,-155,145,252
8,8,8,KADIRBERGENOV Sanjar,3184,1985-04-22,M,TKM,A,66.56,69 kg Men,0,1,321,-115,115,-120,115,135,-142,-142,135,250
9,10,9,JAIZKI Mendizabal,929,1977-07-28,M,ESP,A,68.36,69 kg Men,0,1,321,90,96,-101,96,-110,110,-120,110,206
10,12,10,SHINN Ryan,1554,1980-02-20,M,NED,A,68.52,69 kg Men,0,1,321,75,80,-83,80,105,108,-111,108,188
11,11,11,MATEVOSIAN Jerevan,2484,1983-03-24,M,NED,A,67.68,69 kg Men,0,1,321,75,80,85,85,97,-101,-101,97,182
NA,1,NA,SHI Zhiyong,1539,1980-02-10,M,CHN,A,66.85,69 kg Men,0,1,321,150,-155,-157,150,-180,-180,-180,NA,NA
1,1,1,LASSEN Jean Elizabeth,1697,1980-09-26,W,CAN,A,68.04,69 kg Women,0,1,321,94,-98,-98,94,115,-120,122,122,216
2,2,2,GAUME Teresa L.,2227,1982-06-23,W,USA,A,68.51,69 kg Women,0,1,321,85,88,-91,88,107,112,-116,112,200
3,3,3,DOLOT Celine,2237,1982-07-17,W,FRA,A,68.85,69 kg Women,0,1,321,75,78,-80,78,92,-97,-97,92,170
NA,NA,NA,ZHANG Ning,2423,1983-01-02,W,CHN,A,67.97,69 kg Women,0,1,321,-97,-97,NA,NA,NA,NA,NA,NA,NA
1,1,2,LIU Chunhong,3086,1985-01-29,W,CHN,A,70.66,75 kg Women,0,1,321,117,-122,-124,117,118,NA,NA,118,235
2,2,1,YANG Houqin,2044,1981-12-27,W,CHN,A,74.36,75 kg Women,0,1,321,95,100,102,102,120,-127,-130,120,222
3,3,3,KURAS Ewa,2320,1982-10-25,W,POL,A,72.73,75 kg Women,0,1,321,90,-95,-95,90,115,-120,-120,115,205
4,4,4,YESSIE Kara Jayne,2149,1982-03-17,W,CAN,A,74.3,75 kg Women,0,1,321,78,-82,82,82,98,-102,-102,98,180
1,1,2,YANG Xiangrong,1058,1978-01-27,M,CHN,A,75.53,77 kg Men,0,1,321,148,-156,156,156,186,-194,-194,186,342
2,5,1,YUFKIN Alexey,3450,1986-01-11,M,RUS,A,74.53,77 kg Men,0,1,321,137,-142,142,142,172,-188,188,188,330
3,2,3,ARSLAN Emrah,2315,1982-10-23,M,TUR,A,75.57,77 kg Men,0,1,321,145,-150,150,150,175,-180,180,180,330
4,3,4,SEN Ferit,2212,1982-06-08,M,TUR,A,75.72,77 kg Men,0,1,321,145,-150,150,150,176,180,-181,180,330
5,4,5,KOLOSOVSKI Pavel,1951,1981-08-23,M,ISR,A,76.83,77 kg Men,0,1,321,-140,140,143,143,170,173,-177,173,316
6,6,7,LYU Xiaojun,2891,1984-07-27,M,CHN,A,72.86,77 kg Men,0,1,321,135,140,-145,140,160,NA,NA,160,300
7,7,8,TKAC Richard,3207,1985-05-24,M,SVK,A,76.1,77 kg Men,0,1,321,135,-140,140,140,160,-165,-165,160,300
8,10,6,COSNARD Julien,2580,1983-07-23,M,FRA,A,76.07,77 kg Men,0,1,321,125,-130,130,130,160,166,-170,166,296
9,11,9,IDREES Sarmad Mohammed Idrees,2889,1984-07-19,M,IRQ,A,76.19,77 kg Men,0,1,321,130,-138,-138,130,-160,160,-170,160,290
10,12,11,LOPEZ Francisco,1248,1979-01-01,M,ESP,A,76.45,77 kg Men,0,1,321,130,-136,-137,130,150,156,NA,156,286
11,15,10,REED George,2358,1982-12-19,M,USA,A,76.52,77 kg Men,0,1,321,125,-129,-129,125,160,-166,-166,160,285
12,14,13,DEMELIDIS Eleftherios,3791,1986-12-15,M,GRE,A,76.53,77 kg Men,0,1,321,127,-132,-132,127,155,-161,-161,155,282
13,9,15,KHIMCHIK Vassiliy,2725,1984-01-02,M,KAZ,A,75.72,77 kg Men,0,1,321,125,-130,130,130,150,-155,-157,150,280
14,16,12,BAEZA Alexis,2637,1983-10-02,M,MEX,A,76.43,77 kg Men,0,1,321,115,-120,120,120,155,-158,-160,155,275
15,17,16,KAKHJANOV Begench,3585,1986-05-18,M,TKM,A,75.9,77 kg Men,0,1,321,110,115,-120,115,140,145,148,148,263
16,18,17,MARTINEZ Carlos,2092,1982-01-10,M,ESP,A,76.82,77 kg Men,0,1,321,110,113,-116,113,141,146,148,148,261
17,19,18,KING David,2360,1982-12-22,M,CAN,A,76.55,77 kg Men,0,1,321,-111,111,-116,111,-142,142,-147,142,253
18,20,19,SCHORR Peter,1095,1978-04-13,M,GER,A,73.26,77 kg Men,0,1,321,104,109,-112,109,133,137,139,139,248
19,21,20,ASRIAN David,2252,1982-08-04,M,NED,A,75.17,77 kg Men,0,1,321,-85,85,90,90,110,-115,-115,110,200
20,22,21,BESSEMS Christiaan,2011,1981-11-15,M,NED,A,69.17,77 kg Men,0,1,321,80,-85,85,85,95,-100,100,100,185
NA,8,NA,REJEPOV Mansur,2085,1982-01-03,M,TKM,A,76.64,77 kg Men,0,1,321,-135,135,-140,135,-160,-160,-161,NA,NA
NA,13,NA,MAIER Romain,2825,1984-05-04,M,FRA,A,76.11,77 kg Men,0,1,321,124,-129,129,129,-152,-152,-152,NA,NA
NA,NA,NA,SWIDERSKI Adam,2325,1982-10-31,M,POL,A,76.25,77 kg Men,0,1,321,-135,-135,-136,NA,NA,NA,NA,NA,NA
NA,NA,14,ZAYER Mustafa,3391,1985-11-27,M,IRQ,A,72.85,77 kg Men,0,1,321,-120,-120,-120,NA,-150,150,-158,150,NA
1,3,1,POGOSYAN Mkrtich,2200,1982-05-20,M,RUS,A,84.52,85 kg Men,0,1,321,155,160,-165,160,195,198,-205,198,358
2,2,2,LIZUNOV Rouslan,1103,1978-04-27,M,RUS,A,82.06,85 kg Men,0,1,321,155,160,162,162,190,-195,195,195,357
3,1,4,SUNAR Erdal,2183,1982-05-01,M,TUR,A,83.87,85 kg Men,0,1,321,160,165,-167,165,190,-193,-195,190,355
4,4,3,BALLESTEROS Hector,1991,1981-10-18,M,COL,A,83.9,85 kg Men,0,1,321,150,-155,155,155,191,195,-201,195,350
5,7,5,AKDENIZ Nejat,2196,1982-05-17,M,TUR,A,84.59,85 kg Men,0,1,321,-145,145,-151,145,180,-185,-185,180,325
6,6,6,KRYCH Zachary Joseph Rusnacko,2505,1983-04-16,M,USA,A,84.43,85 kg Men,0,1,321,140,145,-147,145,170,175,-180,175,320
7,8,8,EL MOUJOUD Ali,2244,1982-07-24,M,FRA,A,77.9,85 kg Men,0,1,321,133,137,-140,137,165,170,-175,170,307
8,10,7,ABD Reath,3188,1985-04-24,M,IRQ,A,84.55,85 kg Men,0,1,321,125,-132,132,132,165,-170,171,171,303
9,9,11,HUSSEIN Mohammad,3638,1986-07-01,M,IRQ,A,83.19,85 kg Men,0,1,321,125,-130,132,132,165,-172,-175,165,297
10,11,10,RAMSAY Buck,2259,1982-08-13,M,CAN,A,84.53,85 kg Men,0,1,321,131,-135,-135,131,-166,166,-173,166,297
11,13,12,CZEKIEL Kornel,4043,1987-07-15,M,POL,A,84,85 kg Men,0,1,321,130,-135,-137,130,160,-165,-167,160,290
12,12,14,GORGANOV Nurgeldy,2928,1984-09-11,M,TKM,A,83.67,85 kg Men,0,1,321,125,130,-135,130,145,150,-155,150,280
13,15,13,MARANDA Jean-Philippe,3752,1986-11-01,M,CAN,A,79.97,85 kg Men,0,1,321,113,117,-120,117,149,154,-160,154,271
14,14,15,CHOMMYKOV Kakageldy,2340,1982-11-29,M,TKM,A,79.27,85 kg Men,0,1,321,110,114,118,118,143,-148,148,148,266
NA,5,NA,WANG Fugang,2779,1984-02-23,M,CHN,A,82.65,85 kg Men,0,1,321,145,-150,150,150,-170,-170,-170,NA,NA
NA,NA,9,BAZAROV Bakhodir,2511,1983-04-25,M,UZB,A,84.86,85 kg Men,0,1,321,-135,-140,-140,NA,170,-180,-180,170,NA
1,1,1,HERNANDEZ Yoandris,1627,1980-05-25,M,CUB,A,89.49,94 kg Men,0,1,321,160,-167,167,167,202,210,NA,210,377
2,4,3,GALKIN Yuriy,3609,1986-06-05,M,KAZ,A,88.81,94 kg Men,0,1,321,145,-150,150,150,180,187,192,192,342
3,2,4,UYAR Emre,2563,1983-07-01,M,TUR,A,92.54,94 kg Men,0,1,321,145,150,152,152,185,190,-192,190,342
4,5,2,WITTMER Jeffrey,2948,1984-09-30,M,USA,A,88.65,94 kg Men,0,1,321,145,149,-151,149,185,192,-193,192,341
5,6,5,BASOL Mehmet,2906,1984-08-14,M,TUR,A,88.07,94 kg Men,0,1,321,-145,-145,145,145,175,185,-188,185,330
6,3,7,KOPYTOV Andrey,3080,1985-01-25,M,KAZ,A,91.73,94 kg Men,0,1,321,-144,144,151,151,170,-180,-181,170,321
7,7,9,BUTLER Michael,1630,1980-06-02,M,USA,A,93.61,94 kg Men,0,1,321,140,145,-147,145,170,-177,-177,170,315
8,8,6,OGASAWARA Shingo,2979,1984-11-02,M,JPN,A,88.04,94 kg Men,0,1,321,135,140,-145,140,-165,165,170,170,310
9,10,8,MILASHKI Marin,2514,1983-04-28,M,BUL,A,93.15,94 kg Men,0,1,321,135,140,-145,140,162,170,-171,170,310
10,9,10,REZNIK Michael,3185,1985-04-22,M,ISR,A,88.52,94 kg Men,0,1,321,130,138,140,140,153,161,-164,161,301
11,11,11,MOE Travis,2178,1982-04-16,M,CAN,A,92.53,94 kg Men,0,1,321,-133,133,-137,133,161,-167,-167,161,294
12,12,12,CARRILLO David,1158,1978-08-23,M,MEX,A,93.32,94 kg Men,0,1,321,120,-125,-125,120,145,150,-155,150,270
13,13,14,MURADOV Hojageldy,2174,1982-04-14,M,TKM,A,92.93,94 kg Men,0,1,321,105,110,115,115,135,-140,-142,135,250
14,14,13,IKRENI Michal,2558,1983-06-24,M,SVK,A,89.93,94 kg Men,0,1,321,102,-106,106,106,133,138,-142,138,244
15,15,15,LALJEK Slavko,2339,1982-11-28,M,SLO,A,89.07,94 kg Men,0,1,321,95,100,-105,100,125,130,-133,130,230
