total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,bw,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
2,2,2,MEJRI Oumaima,8341,1994-08-22,W,TUN,A,53,53 kg Women,0,1,203,62,-65,65,65,80,84,85,85,150
3,3,3,MJEZU Zayanda,6742,1992-08-21,W,RSA,A,52.85,53 kg Women,0,1,203,-60,60,63,63,78,82,84,84,147
4,4,4,BAFFOE Ruth,8478,1994-11-07,W,GHA,A,52.45,53 kg Women,0,1,203,60,62,-65,62,-75,-75,75,75,137
5,5,5,JERNANE Hind,6817,1992-09-22,W,MAR,A,51.45,53 kg Women,0,1,203,42,45,47,47,53,57,-61,57,104
6,6,6,MWANGI Prisca,2118,1982-02-15,W,KEN,A,49.65,53 kg Women,0,1,203,35,40,-45,40,45,-50,-50,45,85
1,1,1,LARIKI Elhabib,4170,1987-11-03,M,ALG,A,55.6,56 kg Men,0,1,203,96,100,-103,100,117,120,125,125,225
2,2,2,GIWA Taju,6959,1992-12-09,M,NGR,A,55.2,56 kg Men,0,1,203,96,-100,-102,96,120,-125,-125,120,216
3,3,3,OUERTANI Marouan,8870,1995-04-28,M,TUN,A,55.35,56 kg Men,0,1,203,85,91,96,96,115,-119,119,119,215
4,5,4,ADONIS Monree,4654,1988-12-03,M,RSA,A,55.4,56 kg Men,0,1,203,90,-95,-95,90,-118,-118,118,118,208
5,4,5,CHIGAR Abdeghani,4786,1989-02-20,M,MAR,A,55.85,56 kg Men,0,1,203,87,90,93,93,107,115,-120,115,208
6,6,6,KYAMBADDE Faluku Figo,9818,1996-08-28,M,UGA,A,56,56 kg Men,0,1,203,55,61,-67,61,80,85,87,87,148
7,7,7,NDUNGU James,7801,1993-12-25,M,KEN,A,55.52,56 kg Men,0,1,203,55,60,-65,60,70,77,-81,77,137
1,1,1,UWAH Margaret,2661,1983-11-03,W,NGR,A,57.25,58 kg Women,0,1,203,77,80,85,85,101,-106,106,106,191
2,3,2,HOSNI Nadia,4100,1987-08-29,W,TUN,A,57.25,58 kg Women,0,1,203,-75,75,-82,75,-100,100,-106,100,175
3,2,3,GHEKAP WAFO Myriam,8197,1994-06-10,W,CMR,A,56.8,58 kg Women,0,1,203,70,75,-77,75,-90,90,97,97,172
4,5,4,MALVINA Juliette Ruby Rita,2838,1984-05-22,W,SEY,A,56.95,58 kg Women,0,1,203,-68,68,73,73,95,-100,-100,95,168
5,4,5,PRETORIUS Mona,4513,1988-08-12,W,RSA,A,57.45,58 kg Women,0,1,203,-75,-75,75,75,93,-98,-100,93,168
6,6,6,HARIVELO Michelle Hantanirina Eugenie,4390,1988-04-29,W,MAD,A,57.25,58 kg Women,0,1,203,60,65,-70,65,75,80,85,85,150
7,7,7,MAJIDI Islam,3143,1985-03-18,W,MAR,A,57.55,58 kg Women,0,1,203,62,-65,-65,62,77,80,-83,80,142
8,8,8,ARKOH Juliana,10603,1997-08-21,W,GHA,A,56.25,58 kg Women,0,1,203,55,-57,57,57,65,68,70,70,127
9,9,9,GOLIATH Amigene,9933,1996-11-04,W,RSA,A,56.75,58 kg Women,0,1,203,50,-55,55,55,65,-70,-70,65,120
1,3,2,FADODUN Sola Dele,6423,1992-02-25,M,NGR,A,61.25,62 kg Men,0,1,203,108,-110,110,110,140,-145,-146,140,250
2,1,3,BEN ISSA Nafaa,4907,1989-06-01,M,TUN,A,61.65,62 kg Men,0,1,203,109,-113,113,113,137,-140,-142,137,250
3,2,4,MBALLA NKE Cestin Olivier,7200,1993-03-12,M,CMR,A,61.25,62 kg Men,0,1,203,105,110,-112,110,132,136,-139,136,246
4,5,1,SSEKYAAYA Charles,8082,1994-04-11,M,UGA,A,61.55,62 kg Men,0,1,203,105,-110,-110,105,135,141,-146,141,246
5,4,6,MOUSSA Abdella Khalifa Mohamed,6331,1992-01-12,M,LBA,A,61.9,62 kg Men,0,1,203,106,-111,-111,106,131,-138,-138,131,237
6,6,5,KATAMBA Ismail,3847,1987-01-19,M,UGA,A,61.75,62 kg Men,0,1,203,95,102,-106,102,127,133,-137,133,235
7,7,7,PHILLIPS Luwellyne Andrew,5016,1989-08-21,M,RSA,A,61.05,62 kg Men,0,1,203,100,-105,-105,100,122,125,-128,125,225
8,8,9,DARKO Daniel,3581,1986-05-12,M,GHA,A,61.45,62 kg Men,0,1,203,85,87,-90,87,-115,-115,115,115,202
9,9,10,MOGIRE Julius K.,7701,1993-11-04,M,KEN,A,60.95,62 kg Men,0,1,203,-80,80,85,85,97,100,-105,100,185
NA,NA,8,MOUAKIT Ahmed,2478,1983-03-18,M,MAR,A,61.85,62 kg Men,0,1,203,-100,-100,-100,NA,115,120,125,125,NA
1,1,1,OKOLI Obioma Agatha,6648,1992-07-03,W,NGR,A,61.6,63 kg Women,0,1,203,91,93,95,95,110,120,NA,120,215
2,2,2,FEGUE Marie Josephe,5950,1991-05-28,W,CMR,A,61.85,63 kg Women,0,1,203,85,-91,92,92,105,110,NA,110,202
3,3,3,MAY Nourhene,5854,1991-03-18,W,TUN,A,59.4,63 kg Women,0,1,203,-76,76,-80,76,86,91,-94,91,167
4,4,6,EPIE Osoungu Ndoua,2643,1983-10-11,W,CMR,A,60.25,63 kg Women,0,1,203,70,-74,76,76,80,85,-90,85,161
5,5,5,MASIU Matshidiso Hazel,6552,1992-05-06,W,RSA,A,61.85,63 kg Women,0,1,203,60,65,67,67,80,85,90,90,157
6,6,4,OBIERO Mercy Apondi,1164,1978-08-27,W,KEN,A,61.4,63 kg Women,0,1,203,61,65,-70,65,-91,91,-94,91,156
7,7,7,MAJIDI Amal,2672,1983-11-10,W,MAR,A,60.95,63 kg Women,0,1,203,58,62,-66,62,76,80,-90,80,142
1,3,1,SHUSHU Otsile Greg,1672,1980-08-20,M,RSA,A,68.95,69 kg Men,0,1,203,120,125,-130,125,155,160,-165,160,285
2,2,3,FARDJALLAH Housseyn,7076,1993-01-16,M,ALG,A,68.85,69 kg Men,0,1,203,120,125,-127,125,145,151,-155,151,276
3,6,2,VENATIUS Njuh,4371,1988-04-13,M,CMR,A,68.1,69 kg Men,0,1,203,115,-120,120,120,155,-160,-160,155,275
4,4,6,JOMNI Hamza,4745,1989-01-22,M,TUN,A,68.25,69 kg Men,0,1,203,115,120,124,124,150,-160,-161,150,274
5,5,5,BEN HNIA Karem,8492,1994-11-13,M,TUN,A,66.2,69 kg Men,0,1,203,-117,117,123,123,150,-160,-162,150,273
6,9,4,ADEYOMO David,7270,1993-04-21,M,NGR,A,66.05,69 kg Men,0,1,203,-110,110,112,112,147,150,-155,150,262
7,8,7,NGONGANG TCHUISSI Guy Michel,8716,1995-02-18,M,CMR,A,68.1,69 kg Men,0,1,203,111,-116,116,116,-140,140,145,145,261
8,7,8,LABRAK Abdessamad,4923,1989-06-14,M,MAR,A,67.85,69 kg Men,0,1,203,111,116,-118,116,130,137,-141,137,253
NA,1,NA,TUBAL Maraj S.Omer,7878,1994-01-10,M,LBA,A,68.35,69 kg Men,0,1,203,115,125,128,128,-151,-151,-151,NA,NA
9,10,11,NGWELE Mninikhaya,6847,1992-10-12,M,RSA,B,67.85,69 kg Men,0,1,203,110,-115,-115,110,127,131,-134,131,241
10,11,10,ROSE Ian Nigel,1969,1981-09-21,M,SEY,B,68.05,69 kg Men,0,1,203,95,100,105,105,130,135,-140,135,240
11,12,9,FETRIE Seth Degbe,6112,1991-09-24,M,GHA,B,68.7,69 kg Men,0,1,203,95,97,100,100,135,-137,137,137,237
12,13,12,OCHIENG James,2761,1984-02-01,M,KEN,B,68.7,69 kg Men,0,1,203,91,-95,96,96,122,-127,-127,122,218
13,14,13,LUBEGA Jamiru,10768,1997-11-11,M,UGA,B,65.5,69 kg Men,0,1,203,-90,90,-95,90,113,120,-125,120,210
NA,NA,14,OCHIENG Nelson,7340,1993-05-21,M,KEN,B,68.05,69 kg Men,0,1,203,-90,-90,-90,NA,115,-120,-120,115,NA
1,1,2,GEORGES Janet Marie,1281,1979-01-05,W,SEY,A,68.3,69 kg Women,0,1,203,90,-94,94,94,110,-114,114,114,208
2,2,1,ADESANMI Oluwatoyin Victoria,6511,1992-04-10,W,NGR,A,64.75,69 kg Women,0,1,203,85,88,90,90,107,-113,115,115,205
3,3,3,HASSINE Ghada,7335,1993-05-17,W,TUN,A,66.25,69 kg Women,0,1,203,85,90,-95,90,100,108,-111,108,198
4,4,4,ABOTSI Dora Afi,5821,1991-02-22,W,GHA,A,67.95,69 kg Women,0,1,203,75,80,-85,80,95,100,-102,100,180
5,5,5,MIYENGA Helene Laure,2991,1984-11-17,W,CMR,A,68.6,69 kg Women,0,1,203,70,-75,-75,70,85,90,-97,90,160
6,6,6,RAVOLOLONIAINA Elisa Vania,6422,1992-02-24,W,MAD,A,64.4,69 kg Women,0,1,203,55,-65,-65,55,70,-80,-80,70,125
7,8,7,ALYA Ahmed Madani Agalain,6292,1992-01-01,W,SUD,A,65,69 kg Women,0,1,203,40,45,-47,45,55,57,60,60,105
8,7,8,WANYONYI Fronzinah,3400,1985-12-12,W,KEN,A,65.81,69 kg Women,0,1,203,-47,-47,47,47,57,-60,-60,57,104
1,1,1,NZESSO NGAKE Madias Dodo,6525,1992-04-20,W,CMR,A,74.9,75 kg Women,0,1,203,95,98,-103,98,121,127,-130,127,225
2,2,2,OTUNLA Bilikis Abiodun,8202,1994-06-12,W,NGR,A,71.45,75 kg Women,0,1,203,90,-95,97,97,120,-126,-126,120,217
3,3,4,AMMOURI Wafa,3083,1985-01-28,W,MAR,A,74.6,75 kg Women,0,1,203,68,72,75,75,95,-99,100,100,175
4,4,3,AMPOMAH Alberta Boatema,8474,1994-11-03,W,GHA,A,74,75 kg Women,0,1,203,70,73,-75,73,-95,95,100,100,173
5,5,5,MOHASIN Haroun Mohamed,4725,1989-01-05,W,SUD,A,75,75 kg Women,0,1,203,67,-71,-71,67,-80,80,-85,80,147
6,7,6,RANAIVOSOA Marie Hanitra Roilya,5645,1990-11-14,W,MRI,A,69.85,75 kg Women,0,1,203,-57,-57,57,57,65,70,78,78,135
7,6,7,RAZAFINDRANAIVO Vololotina Francia A.,5337,1990-03-24,W,MAD,A,73.95,75 kg Women,0,1,203,55,-60,60,60,65,70,75,75,135
1,1,2,EKPO Felix,1962,1981-09-10,M,NGR,A,76.25,77 kg Men,0,1,203,145,151,-155,151,171,181,-186,181,332
2,2,1,BAHLOUL Rami,6037,1991-07-29,M,TUN,A,76.2,77 kg Men,0,1,203,140,145,-150,145,171,180,185,185,330
3,3,5,BELHOUT Amir,4903,1989-05-25,M,ALG,A,75.6,77 kg Men,0,1,203,-140,140,-145,140,165,-170,-170,165,305
4,4,4,YANOU KETCHANKE Jean Baptiste,7471,1993-07-19,M,CMR,A,75.15,77 kg Men,0,1,203,-130,130,135,135,160,165,-170,165,300
5,5,3,ALOSH Mussab,4609,1988-10-17,M,LBA,A,76.15,77 kg Men,0,1,203,131,-141,-141,131,-165,-166,166,166,297
6,7,6,ABDUSSALAM Marwan,5948,1991-05-28,M,LBA,A,77,77 kg Men,0,1,203,131,-141,-141,131,160,-170,-171,160,291
7,6,7,MESSAOUI Saddam,6033,1991-07-24,M,ALG,A,76.85,77 kg Men,0,1,203,131,-135,-135,131,150,155,-160,155,286
8,8,9,EL MOUJOUD Ali,2244,1982-07-24,M,MAR,A,76.15,77 kg Men,0,1,203,125,-130,-131,125,145,-155,-155,145,270
9,12,8,DODOO Nii Darku,3918,1987-03-21,M,GHA,A,74.85,77 kg Men,0,1,203,-100,-100,100,100,140,145,150,150,250
10,9,12,MEHRAB Abdelhalim Abdelgadir Wagie,7009,1993-01-01,M,SUD,A,73.55,77 kg Men,0,1,203,-110,110,115,115,-130,130,-136,130,245
NA,10,NA,OYIM Arthur,3370,1985-11-03,M,KEN,A,75.35,77 kg Men,0,1,203,105,-110,110,110,-135,-138,-138,NA,NA
11,11,11,BATUUSA Kalidi,3771,1986-11-25,M,UGA,B,75.55,77 kg Men,0,1,203,105,110,-116,110,130,-135,135,135,245
NA,NA,10,ETTALEB Mustapha,3695,1986-08-29,M,MAR,B,75.2,77 kg Men,0,1,203,-107,-107,-107,NA,128,134,139,139,NA
1,1,1,ELKEKLI Ali Moftah Said,5029,1989-09-04,M,LBA,A,84.15,85 kg Men,0,1,203,145,151,155,155,185,191,-204,191,346
2,2,2,ULOKO Benedict,2792,1984-03-19,M,NGR,A,83.7,85 kg Men,0,1,203,-140,140,150,150,185,-191,-195,185,335
3,3,3,MEKKI Abdallah,3282,1985-08-17,M,ALG,A,84,85 kg Men,0,1,203,136,141,145,145,170,173,-177,173,318
4,4,4,MINKOUMBA Petit David,4794,1989-02-27,M,CMR,A,82.95,85 kg Men,0,1,203,125,130,-136,130,165,170,-174,170,300
5,6,5,MACHAKA Duke Onguti,7812,1993-12-31,M,KEN,A,83.2,85 kg Men,0,1,203,120,-125,-125,120,155,157,160,160,280
6,7,7,BATCHAYA KETCHANKE Brice Vivien,3281,1985-08-16,M,CMR,A,84.8,85 kg Men,0,1,203,120,NA,NA,120,150,NA,NA,150,270
7,5,8,DIXIE Terence Nigel,2650,1983-10-15,M,SEY,A,84.55,85 kg Men,0,1,203,-122,122,-127,122,147,NA,NA,147,269
8,9,6,BAKADI Ayoub,8550,1994-12-17,M,MAR,A,81.8,85 kg Men,0,1,203,105,110,-112,110,137,145,150,150,260
9,8,9,FETRIE Majeti,520,1974-06-12,M,GHA,A,82.65,85 kg Men,0,1,203,-110,110,112,112,130,140,-150,140,252
10,10,10,PIERROT Jean Yvan,9625,1996-05-23,M,MRI,A,80.95,85 kg Men,0,1,203,-90,90,95,95,110,115,120,120,215
NA,NA,NA,YAMIL Abdellatif,1938,1981-07-30,M,MAR,A,84.5,85 kg Men,1,1,203,120,-125,-125,NA,150,-157,-158,NA,NA
1,2,1,DOGHMANE Mohamed Amine,5925,1991-05-11,M,TUN,A,92.35,94 kg Men,0,1,203,-145,145,150,150,175,182,190,190,340
2,4,2,BOUDANI Maamar,2863,1984-06-23,M,ALG,A,93.5,94 kg Men,0,1,203,140,-146,-146,140,180,185,-191,185,325
3,1,4,ELWADDANI Abdulmoneim,6084,1991-09-06,M,LBA,A,93.1,94 kg Men,0,1,203,140,147,151,151,-171,171,-181,171,322
4,5,3,GREEFF Jean,5380,1990-04-17,M,RSA,A,93.35,94 kg Men,0,1,203,130,-135,-137,130,155,165,172,172,302
5,6,5,LAGSIR Abdelali,5368,1990-04-10,M,MAR,A,87.4,94 kg Men,0,1,203,-120,-120,120,120,157,163,169,169,289
6,7,6,WAISWA Ezekiel,2729,1984-01-07,M,UGA,A,92.6,94 kg Men,0,1,203,80,85,90,90,110,-115,-115,110,200
NA,3,NA,OLUSHOLA Friday,5289,1990-02-28,M,NGR,A,92.25,94 kg Men,0,1,203,-145,-145,149,149,-170,-170,-170,NA,NA
