total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,bw,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
8,4,9,ZBIRNEA Andrian,5422,1990-05-12,M,MDA,B,101.54,105 kg Men,0,1,278,170,175,-180,175,200,205,-210,205,380
10,11,8,BEHM Robby,3785,1986-12-09,M,GER,B,104.58,105 kg Men,0,1,278,160,165,168,168,195,201,206,206,374
11,14,11,VIKSI Andres,5142,1989-12-15,M,EST,B,103.88,105 kg Men,0,1,278,-147,147,-152,147,175,180,188,188,335
12,13,12,KRYWULT Patrik,5556,1990-08-25,M,CZE,B,98.26,105 kg Men,0,1,278,146,151,153,153,176,181,-184,181,334
NA,12,NA,LICHOVOJ Sergej,7491,1993-07-27,M,LTU,B,104.42,105 kg Men,0,1,278,150,155,-160,155,-190,-190,-190,NA,NA
1,1,1,PAGLIARO Genny Caterina,4605,1988-10-15,W,ITA,A,47.8,48 kg Women,0,1,278,77,81,82,82,96,98,-101,98,180
2,2,2,KARPINSKA Marzena,4309,1988-02-19,W,POL,A,47.7,48 kg Women,0,1,278,78,81,-83,81,93,96,-98,96,177
3,3,3,DIACHENKO Iana,5227,1990-01-16,W,UKR,A,47.76,48 kg Women,0,1,278,78,81,-83,81,92,94,-97,94,175
4,5,4,MICHEL Anais,4267,1988-01-12,W,FRA,A,47.86,48 kg Women,0,1,278,72,-74,-74,72,90,-93,93,93,165
5,6,5,JUAN TELLO Estefania,1946,1981-08-17,W,ESP,A,48,48 kg Women,0,1,278,70,72,-74,72,90,92,-94,92,164
6,4,6,KOHA Rebeka,11178,1998-05-19,W,LAT,A,47.66,48 kg Women,0,1,278,68,70,72,72,83,86,NA,86,158
7,8,7,DEMIREL Hacer,6485,1992-03-27,W,TUR,A,47.92,48 kg Women,0,1,278,65,68,-70,68,80,84,86,86,154
8,7,9,ASAYONAK Yuliya,8262,1994-07-13,W,BLR,A,45.58,48 kg Women,0,1,278,63,67,70,70,82,-88,-88,82,152
NA,NA,NA,TAYLAN Nurcan,2658,1983-10-29,W,TUR,A,47.64,48 kg Women,1,1,278,79,-81,-81,NA,96,-98,-98,NA,NA
9,10,8,GRIGORYAN Elen,4252,1988-01-03,W,ARM,B,48,48 kg Women,0,1,278,61,64,-66,64,81,84,85,85,149
10,9,11,PONOMAROVA Daria,6836,1992-10-05,W,UKR,B,48,48 kg Women,0,1,278,-66,66,-69,66,80,-83,-84,80,146
11,11,10,KUKKONEN Sini Kristiina,3593,1986-05-24,W,FIN,B,47.76,48 kg Women,0,1,278,63,-66,-66,63,78,81,-83,81,144
1,4,1,COBAN BASOL Aysegul,6973,1992-12-16,W,TUR,A,52.7,53 kg Women,0,1,278,77,-80,81,81,104,107,114,114,195
2,1,2,PARATOVA Iuliia,3761,1986-11-07,W,UKR,A,52.46,53 kg Women,0,1,278,88,-90,-91,88,103,-106,106,106,194
3,3,3,IVANOVA Maya Petrova,5965,1991-06-05,W,BUL,A,53,53 kg Women,0,1,278,80,83,-85,83,97,100,102,102,185
4,2,4,LORENTZ Manon Camille,6023,1991-07-17,W,FRA,A,52.3,53 kg Women,0,1,278,82,84,-85,84,94,97,100,100,184
5,5,6,GOVELYAN Anna,5009,1989-08-16,W,ARM,A,52.74,53 kg Women,0,1,278,75,-80,80,80,88,94,-97,94,174
6,7,5,HERNANDEZ MARTIN Atenery,8540,1994-12-10,W,ESP,A,52.24,53 kg Women,0,1,278,-72,72,76,76,90,93,96,96,172
7,6,7,BERCHI Dana Alexandra,5312,1990-03-11,W,ROU,A,52.86,53 kg Women,0,1,278,77,-81,-82,77,92,-94,-94,92,169
8,8,8,ZALATAROVA Aksana,2774,1984-02-18,W,ISR,B,52.72,53 kg Women,0,1,278,63,66,70,70,73,-77,-78,73,143
9,9,9,VEZNIKOVA Veronika,5254,1990-01-31,W,CZE,B,52.64,53 kg Women,0,1,278,60,63,-66,63,72,-76,-77,72,135
10,11,10,CRAIG Gabrielle Alexandria,3348,1985-10-14,W,IRL,B,51.74,53 kg Women,0,1,278,55,-57,-57,55,68,-70,70,70,125
11,10,11,SOJAT Tea,5975,1991-06-13,W,CRO,B,52.8,53 kg Women,0,1,278,50,57,-60,57,-65,65,-71,65,122
1,1,5,CROITORU Florin Ionut,7551,1993-08-25,M,ROU,A,55.68,56 kg Men,0,1,278,117,120,122,122,-137,137,-140,137,259
2,5,3,SCARANTINO Mirco,8643,1995-01-16,M,ITA,A,55.68,56 kg Men,0,1,278,110,114,-116,114,140,-143,143,143,257
3,10,1,MARGARYAN Smbat,7208,1993-03-17,M,ARM,A,55.92,56 kg Men,0,1,278,-103,105,109,109,140,145,147,147,256
4,11,2,SIRGHI Oleg,4034,1987-07-09,M,MDA,A,55.96,56 kg Men,0,1,278,109,-114,-114,109,141,-146,146,146,255
6,2,9,ALGUL Ismet,6814,1992-09-22,M,TUR,A,55,56 kg Men,0,1,278,111,115,-117,115,133,-138,-138,133,248
7,9,6,"NAZIF Ferdi",5051,1989-09-22,M,BUL,A,55.72,56 kg Men,0,1,278,111,-116,-116,111,133,137,-140,137,248
8,3,10,GOEGEBUER Tom Richard,617,1975-03-27,M,BEL,A,55.48,56 kg Men,0,1,278,-110,112,115,115,132,-138,-138,132,247
9,6,8,VIZITIU Daniel-Florin,9402,1996-01-30,M,ROU,A,55.66,56 kg Men,0,1,278,-110,-111,112,112,131,135,-140,135,247
10,8,7,CHENKOV Todor Atanasov,7781,1993-12-13,M,BUL,A,55.62,56 kg Men,0,1,278,108,111,-113,111,135,-140,-140,135,246
5,4,4,BRACHI GARCIA Josue,6779,1992-09-08,M,ESP,B,55.62,56 kg Men,0,1,278,113,115,-117,115,135,138,-140,138,253
11,7,12,KOZLOWSKI Dominik Mateusz,7388,1993-06-14,M,POL,B,55.94,56 kg Men,0,1,278,105,110,112,112,120,-125,-125,120,232
12,12,11,GOVDELI Furkan,8290,1994-07-28,M,TUR,B,55.8,56 kg Men,0,1,278,93,98,101,101,-123,-123,123,123,224
1,1,1,SHADRINA Elena,2158,1982-03-26,W,RUS,A,57.26,58 kg Women,0,1,278,92,95,97,97,112,115,-119,115,212
2,2,2,TOMA Loredana-Elena,8893,1995-05-10,W,ROU,A,57.42,58 kg Women,0,1,278,90,93,96,96,111,115,-119,115,211
3,5,3,SMITH Zoe,8114,1994-04-26,W,GBR,A,57.36,58 kg Women,0,1,278,-86,86,90,90,114,-118,-118,114,204
4,4,5,LOCHOWSKA Joanna,4633,1988-11-17,W,POL,A,57.66,58 kg Women,0,1,278,88,-91,91,91,112,-115,-115,112,203
5,3,6,LUBINA Mariia,7161,1993-02-24,W,RUS,A,56.66,58 kg Women,0,1,278,88,-91,91,91,110,-113,-115,110,201
6,10,4,LOMBARDO Jennifer,5987,1991-06-24,W,ITA,A,56.4,58 kg Women,0,1,278,78,82,-84,82,102,107,112,112,194
7,7,7,CHIBISOVA Nadiia,7785,1993-12-14,W,UKR,A,57.4,58 kg Women,0,1,278,-84,84,-87,84,104,107,-112,107,191
9,9,8,ROOS Anna Angelica Ulrika,4855,1989-04-15,W,SWE,A,57.64,58 kg Women,0,1,278,80,83,-85,83,-104,104,-107,104,187
10,8,10,GRZEGOREK Agata Ewa,8379,1994-09-11,W,POL,A,57.86,58 kg Women,0,1,278,-81,81,84,84,101,-105,-105,101,185
8,6,9,MISHCHUK Iryna,5370,1990-04-12,W,BLR,B,57.6,58 kg Women,0,1,278,84,88,-90,88,95,100,103,103,191
11,11,11,ALDERDICE Emma Margaret,6556,1992-05-09,W,IRL,B,57.2,58 kg Women,0,1,278,-57,57,60,60,70,74,78,78,138
1,1,1,FILEV Ivaylo Todorov,3960,1987-05-01,M,BUL,A,61.86,62 kg Men,0,1,278,133,136,-137,136,160,163,-166,163,299
2,3,3,CHADOVICH Stanislau,6746,1992-08-24,M,BLR,A,61.7,62 kg Men,0,1,278,128,131,135,135,151,156,158,158,293
3,5,2,ENEV Stoyan,4953,1989-07-06,M,BUL,A,61.96,62 kg Men,0,1,278,120,124,126,126,155,160,-168,160,286
4,2,5,SEZER Bunyami,4462,1988-07-04,M,TUR,A,61.7,62 kg Men,0,1,278,131,135,-137,135,150,-155,-155,150,285
5,6,4,TERNA Ion,7448,1993-07-11,M,MDA,A,61.76,62 kg Men,0,1,278,118,-123,123,123,148,-1563,153,153,276
6,7,6,SOOKY Gergely Zoltan,7594,1993-09-19,M,HUN,A,61.56,62 kg Men,0,1,278,116,-121,-121,116,145,-150,-150,145,261
NA,4,NA,BILGIN Erol,3880,1987-02-20,M,TUR,A,61.94,62 kg Men,0,1,278,125,-129,129,129,-157,-157,-157,NA,NA
1,1,1,TURIEVA Tima,6629,1992-06-22,W,RUS,A,62.8,63 kg Women,0,1,278,-105,-105,105,105,126,131,NA,131,236
2,3,2,LOMOVA Nadezda,5779,1991-01-19,W,RUS,A,62.86,63 kg Women,0,1,278,100,103,-105,103,118,122,130,130,233
3,2,3,SHYMECHKO Yuliia,4619,1988-10-24,W,UKR,A,61.76,63 kg Women,0,1,278,97,100,103,103,120,125,-130,125,228
4,5,4,OKUMUS Neslihan,8393,1994-09-17,W,TUR,A,62.02,63 kg Women,0,1,278,93,-96,96,96,111,-115,115,115,211
5,6,5,BORDIGNON Giorgia,3997,1987-05-24,W,ITA,A,61.96,63 kg Women,0,1,278,90,95,-97,95,107,-112,112,112,207
6,8,6,KUSTERER Sabine Beate,5750,1991-01-04,W,GER,A,62.32,63 kg Women,0,1,278,90,93,-95,93,108,112,-115,112,205
NA,4,NA,BEGAJ Romela,3754,1986-11-02,W,ALB,A,62.68,63 kg Women,0,1,278,-100,-100,100,100,-115,NA,NA,NA,NA
NA,9,NA,SIMSEK Sibel,2961,1984-10-10,W,TUR,A,62.98,63 kg Women,0,1,278,91,-93,NA,91,-113,-113,-113,NA,NA
7,7,8,DRIUMOVA Kateryna,5271,1990-02-12,W,UKR,B,61.7,63 kg Women,0,1,278,88,91,93,93,106,-109,-110,106,199
8,11,7,"NAGY Nikoletta",2606,1983-08-23,W,HUN,B,61.76,63 kg Women,0,1,278,85,88,-90,88,105,108,-110,108,196
9,10,9,MARTINEZ SANTIAGO Irene,7584,1993-09-14,W,ESP,B,62.88,63 kg Women,0,1,278,-90,-90,90,90,103,-106,106,106,196
10,12,10,GODLEY Emily Victoria (ENG),5082,1989-10-22,W,GBR,B,62.74,63 kg Women,0,1,278,85,-88,88,88,104,-108,-108,104,192
11,14,11,DAVIES Sarah,6737,1992-08-19,W,GBR,B,62.8,63 kg Women,0,1,278,-80,80,84,84,104,-108,-109,104,188
12,13,12,EVERI Anna-Maria,3958,1987-04-28,W,FIN,B,62.68,63 kg Women,0,1,278,-84,84,-88,84,102,-109,-109,102,186
13,15,14,VUKAS Silvana,3159,1985-03-31,W,SRB,B,62.74,63 kg Women,0,1,278,-72,73,-75,73,94,-97,-97,94,167
14,16,13,OLAFSDOTTIR Anna Hulda,3072,1985-01-16,W,ISL,B,61.58,63 kg Women,0,1,278,70,-73,-73,70,87,90,94,94,164
15,17,15,KRARUP Sarah T.,1316,1979-03-06,W,DEN,B,62.3,63 kg Women,0,1,278,68,70,-72,70,83,86,88,88,158
16,18,16,RYAN Sinead Noelle,2357,1982-12-17,W,IRL,B,61.98,63 kg Women,0,1,278,57,60,62,62,77,80,82,82,144
1,1,1,CHEN Oleg,4638,1988-11-22,M,RUS,A,69,69 kg Men,0,1,278,145,151,-155,151,169,172,176,176,327
2,5,2,AVETISYAN Vanik,3896,1987-03-05,M,ARM,A,68.2,69 kg Men,0,1,278,135,140,-142,140,171,-175,175,175,315
3,2,3,CECHIR Serghei,5616,1990-10-15,M,MDA,A,68.6,69 kg Men,0,1,278,136,141,143,143,169,172,-175,172,315
4,3,4,KHALIBEKOV Feliks,5257,1990-02-03,M,RUS,A,68.86,69 kg Men,0,1,278,136,140,143,143,162,168,172,172,315
5,4,5,BEJENARIU-CARP Florin-Catalin,7887,1994-01-15,M,ROU,A,68.8,69 kg Men,0,1,278,135,139,142,142,161,166,169,169,311
6,6,6,MINCHEV Dian Ganchev,2631,1983-09-29,M,BUL,A,68.8,69 kg Men,0,1,278,128,131,133,133,159,164,167,167,300
7,9,7,AGILLI Ekrem,4084,1987-08-20,M,TUR,A,68.84,69 kg Men,0,1,278,130,-137,-137,130,160,165,-172,165,295
8,7,8,OZENOGLU Gokhan,7077,1993-01-16,M,TUR,B,68,69 kg Men,0,1,278,125,-130,130,130,156,161,-164,161,291
9,10,11,PETROV Petr,5075,1989-10-19,M,CZE,B,68.84,69 kg Men,0,1,278,125,129,-131,129,158,-162,-163,158,287
10,12,9,SANCHEZ LOPEZ David,8277,1994-07-20,M,ESP,B,68.74,69 kg Men,0,1,278,125,-130,-130,125,155,-161,161,161,286
11,11,10,WISNIEWSKI Damian,3770,1986-11-23,M,POL,B,68.6,69 kg Men,0,1,278,125,-130,-130,125,155,-158,160,160,285
12,8,12,CASTRO MARINO Victor,6977,1992-12-18,M,ESP,B,68.22,69 kg Men,0,1,278,130,-135,-135,130,150,-155,-155,150,280
13,13,13,"NAGA Djihed",4444,1988-06-20,M,BEL,B,68.92,69 kg Men,0,1,278,-120,-120,120,120,135,-140,-140,135,255
1,1,1,SAZANAVETS Dzina,5627,1990-10-25,W,BLR,A,68.52,69 kg Women,0,1,278,105,110,115,115,130,-140,-140,130,245
2,4,2,MANEVA Milka Mikova,3220,1985-06-07,W,BUL,A,66.12,69 kg Women,0,1,278,96,100,103,103,123,125,-130,125,228
3,3,3,MIRONYUK Nadiya,2798,1984-03-25,W,UKR,A,68.6,69 kg Women,0,1,278,98,-104,104,104,-123,-123,123,123,227
4,2,5,MOLIE Madalina-Bianca,9588,1996-04-27,W,ROU,A,65.3,69 kg Women,0,1,278,97,102,105,105,-118,120,-125,120,225
5,6,4,PIECHOWIAK Patrycja,6768,1992-09-01,W,POL,A,68.58,69 kg Women,0,1,278,94,97,100,100,117,120,122,122,222
6,5,6,KASIRYE Ruth Nanozzi,2213,1982-06-10,W,NOR,A,67.3,69 kg Women,0,1,278,-97,97,101,101,-120,120,-126,120,221
7,7,7,LEPSA Irina-Lacramioara,6601,1992-06-06,W,ROU,A,65.6,69 kg Women,0,1,278,-94,95,98,98,115,119,-123,119,217
8,9,9,STANCHEVA Rumyana Rumenova,2312,1982-10-15,W,BUL,A,68.9,69 kg Women,0,1,278,97,-100,-101,97,-115,115,-121,115,212
9,8,11,HANSSON Carita,6093,1991-09-09,W,SWE,A,68.12,69 kg Women,0,1,278,92,95,97,97,110,114,-117,114,211
10,10,10,IPEK Assiya,7767,1993-12-05,W,TUR,A,67.98,69 kg Women,0,1,278,-90,90,94,94,110,114,-116,114,208
11,11,13,TRETIACOVA Ecaterina,10024,1996-12-22,W,MDA,B,68.78,69 kg Women,0,1,278,88,91,93,93,108,111,113,113,206
12,12,14,PERDUE Natasha,644,1975-07-27,W,GBR,B,68.96,69 kg Women,0,1,278,85,88,91,91,105,110,113,113,204
13,13,8,CAKAL Eda,7034,1993-01-03,W,TUR,B,68.46,69 kg Women,0,1,278,80,84,86,86,112,115,-118,115,201
14,14,12,ALEMANNO Maria Grazia,5569,1990-09-02,W,ITA,B,68.48,69 kg Women,0,1,278,87,-92,-92,87,108,113,-115,113,200
15,15,15,KENISOVA Lenka,2625,1983-09-20,W,CZE,B,65.72,69 kg Women,0,1,278,-82,82,-85,82,102,106,107,107,189
16,16,16,VUOHIJOKI Anni Teija Orvokki,4417,1988-05-24,W,FIN,B,68.42,69 kg Women,0,1,278,-80,80,82,82,-100,100,106,106,188
17,17,18,HAUGE Karina,4548,1988-09-08,W,DEN,B,67.74,69 kg Women,0,1,278,-77,77,-82,77,96,-100,-103,96,173
18,18,17,KRULJAC Mihaela,2836,1984-05-20,W,CRO,B,67.44,69 kg Women,0,1,278,71,76,-80,76,92,-96,96,96,172
1,1,1,VALENTIN PEREZ Lidia,3099,1985-02-10,W,ESP,A,74.6,75 kg Women,0,1,278,115,120,121,121,137,144,147,147,268
2,2,2,KARPUNENKO Oxana,5936,1991-05-17,W,RUS,A,74.74,75 kg Women,0,1,278,111,116,121,121,-136,136,143,143,264
3,4,3,MIZDAL Ewa Justyna,4050,1987-07-18,W,POL,A,74,75 kg Women,0,1,278,101,-104,-104,101,127,129,-132,129,230
4,3,4,PRISCEPA Natalia,5072,1989-10-17,W,MDA,A,74.18,75 kg Women,0,1,278,102,-105,-105,102,120,127,-130,127,229
5,5,6,SCHROTH Nina,6066,1991-08-16,W,GER,A,74.58,75 kg Women,0,1,278,95,98,100,100,112,116,118,118,218
6,7,5,KRANZ Yvonne,2852,1984-06-09,W,GER,A,73.76,75 kg Women,0,1,278,87,90,-92,90,113,117,120,120,210
7,6,7,ILMARINEN Meri Tuuli Linnea,5961,1991-06-04,W,FIN,A,74.2,75 kg Women,0,1,278,-94,94,98,98,112,-116,-116,112,210
1,3,1,QERIMAJ Erkand,4510,1988-08-10,M,ALB,A,76.68,77 kg Men,0,1,278,155,-158,-158,155,188,193,194,194,349
2,2,2,GODELLI Daniel,6324,1992-01-10,M,ALB,A,76.7,77 kg Men,0,1,278,-155,157,-161,157,186,-191,192,192,349
3,4,3,UNANYAN Razmik,7942,1994-02-05,M,RUS,A,76.86,77 kg Men,0,1,278,148,152,-156,152,186,-191,192,192,344
4,1,4,MARTIROSYAN Tigran,4434,1988-06-09,M,ARM,A,76.48,77 kg Men,0,1,278,-155,157,-160,157,185,-190,-190,185,342
5,5,5,PIPA Artiom,6681,1992-07-19,M,MDA,A,76.62,77 kg Men,0,1,278,147,151,-155,151,182,-187,-192,182,333
6,8,6,DIMITROV Aleksandar,5069,1989-10-11,M,BUL,A,76.9,77 kg Men,0,1,278,145,148,-150,148,-180,180,182,182,330
7,6,8,TKAC Richard,3207,1985-05-24,M,SVK,A,76.96,77 kg Men,0,1,278,150,-155,-156,150,-180,180,-188,180,330
8,7,7,ROSU Alexandru,3959,1987-04-30,M,ROU,A,76.72,77 kg Men,0,1,278,140,145,148,148,-180,180,-185,180,328
9,11,9,YAGCI Semih,4632,1988-11-15,M,TUR,A,76.98,77 kg Men,0,1,278,145,-149,-149,145,180,-186,-187,180,325
10,9,10,MIRZOYAN Arakel,5080,1989-10-21,M,ARM,B,76.08,77 kg Men,0,1,278,140,145,147,147,170,175,-177,175,322
11,12,12,KRING Tim,5586,1990-09-16,M,DEN,B,74.74,77 kg Men,0,1,278,127,-131,131,131,155,159,-163,159,290
12,13,11,CLEGG Shaun James,6851,1992-10-13,M,GBR,B,75.18,77 kg Men,0,1,278,-127,127,-132,127,155,160,-165,160,287
NA,10,NA,CAPTARI Dumitru,4959,1989-07-12,M,MDA,B,76.3,77 kg Men,0,1,278,140,145,-150,145,-180,-180,-180,NA,NA
1,1,1,MARKOV Ivan Markov,4559,1988-09-14,M,BUL,A,84.56,85 kg Men,0,1,278,170,-175,175,175,201,206,210,210,385
2,2,2,HENNEQUIN Benjamin Didier,2914,1984-08-24,M,FRA,A,84.26,85 kg Men,0,1,278,157,161,-165,161,195,201,206,206,367
3,8,3,AGHASYAN Aghasi,4534,1988-08-29,M,ARM,A,84.68,85 kg Men,0,1,278,150,-155,-155,150,-190,190,195,195,345
4,4,6,ZWARYCZ Krzysztof Maciej,5690,1990-12-13,M,POL,A,84.98,85 kg Men,0,1,278,155,-160,-160,155,186,190,-202,190,345
5,3,8,TOVMASJAN Karen,5527,1990-08-05,M,NED,A,84.42,85 kg Men,0,1,278,152,-156,156,156,181,184,186,186,342
6,5,7,BARANYAI Janos,2866,1984-06-24,M,HUN,A,84.58,85 kg Men,0,1,278,145,150,152,152,182,187,189,189,341
7,9,4,SAMKO Karol,5308,1990-03-09,M,SVK,A,84.74,85 kg Men,0,1,278,143,147,149,149,-185,-186,192,192,341
9,6,9,MUSHYK Anatoliy,1943,1981-08-11,M,ISR,A,83.64,85 kg Men,0,1,278,150,-155,-155,150,180,-184,-184,180,330
NA,NA,NA,MALIGOV Adam,7303,1993-05-06,M,RUS,A,84.94,85 kg Men,1,1,278,162,168,171,NA,195,-201,202,NA,NA
8,7,5,MARTASIDIS Antonis,6615,1992-06-14,M,GRE,B,83.88,85 kg Men,0,1,278,145,150,-155,150,185,190,-195,190,340
10,10,10,TOKOLA Milko Olavi,6845,1992-10-10,M,FIN,B,84.84,85 kg Men,0,1,278,142,-147,147,147,170,177,-182,177,324
11,13,11,MUSIC Ensar,5709,1990-12-30,M,CRO,B,84.28,85 kg Men,0,1,278,120,126,130,130,165,-171,171,171,301
12,11,13,TERMIGNONE Dany,3908,1987-03-15,M,SUI,B,83.48,85 kg Men,0,1,278,128,132,135,135,158,-162,-162,158,293
13,14,12,PETROVIC Sladan,5126,1989-12-05,M,SRB,B,84.14,85 kg Men,0,1,278,125,129,-132,129,160,-165,-167,160,289
14,15,14,DARVILLE Simon Kastbjerg,7414,1993-06-26,M,DEN,B,84.54,85 kg Men,0,1,278,127,-131,-131,127,155,-160,-160,155,282
15,12,15,WACHET Robert,1101,1978-04-23,M,AUT,B,84.32,85 kg Men,0,1,278,128,131,-133,131,150,-156,-158,150,281
1,1,2,ZIELINSKI Adrian Edward,4835,1989-03-28,M,POL,A,94,94 kg Men,0,1,278,170,175,180,180,205,210,-215,210,390
2,4,1,ZIELINSKI Tomasz Bernard,5630,1990-10-29,M,POL,A,93.82,94 kg Men,0,1,278,165,170,-173,170,205,210,-215,210,380
3,2,3,GOSPODINOV Vasil Georgiev,7707,1993-11-05,M,BUL,A,93.6,94 kg Men,0,1,278,165,171,174,174,195,201,205,205,379
4,5,7,TABAKU Ervis,5052,1989-09-22,M,ALB,A,94,94 kg Men,0,1,278,163,166,-171,166,193,-198,-198,193,359
5,8,5,PENT Leho,5351,1990-04-02,M,EST,A,92.62,94 kg Men,0,1,278,158,-163,-165,158,197,-201,-201,197,355
