total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,bw,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
2,3,2,VALLECILLO LEDESMA Vicente Jesus Manuel,10081,1997-01-05,M,MEX,A,48.6,50 kg Men,0,1,233,73,78,-80,78,95,-102,-102,95,173
3,4,3,DIAZ Maikol,9977,1996-11-23,M,VEN,A,49.2,50 kg Men,0,1,233,73,-77,78,78,-91,91,94,94,172
4,2,4,GOMES Carlos,8858,1995-04-24,M,BRA,A,48.6,50 kg Men,0,1,233,-74,74,78,78,-91,91,-95,91,169
5,5,5,DIAZ DIAZ Michel Andres,9704,1996-06-26,M,COL,A,46.4,50 kg Men,0,1,233,74,-78,-78,74,-90,-90,90,90,164
6,6,6,JIMENES Nahuel Carlos Daniel,9696,1996-06-21,M,ARG,A,49.6,50 kg Men,0,1,233,-64,64,66,66,84,87,90,90,156
7,7,7,DELGADO TUESTA Jhordan Neri,10767,1997-11-11,M,PER,A,47.2,50 kg Men,0,1,233,64,-67,-67,64,82,-85,-85,82,146
1,1,2,BLANCO GONZALEZ Karool Karina,8921,1995-05-24,W,COL,A,50.95,53 kg Women,0,1,233,70,75,78,78,88,92,95,95,173
2,2,1,DURAN AYON Ana Lilia,10789,1997-11-16,W,MEX,A,51.7,53 kg Women,0,1,233,69,71,73,73,93,-96,96,96,169
3,3,3,ALVAREZ CAICEDO Yenny Fernanda,8919,1995-05-24,W,COL,A,51.1,53 kg Women,0,1,233,-70,70,-75,70,90,93,-96,93,163
4,6,4,"NAVEDA FLORES Lucely Guadalupe",9389,1996-01-20,W,VEN,A,52.6,53 kg Women,0,1,233,65,-68,-69,65,84,86,89,89,154
5,4,5,SILVESTRE VELGAR Yafreisy,8626,1995-01-06,W,DOM,A,51.25,53 kg Women,0,1,233,-65,-65,65,65,-85,85,-88,85,150
6,5,9,LAURINDO MORAES Leticia Cristina,9246,1995-11-20,W,BRA,A,52.1,53 kg Women,0,1,233,60,63,65,65,70,74,78,78,143
7,7,8,VALLE ULLOA Constanza Isabel,9585,1996-04-25,W,CHI,A,52.65,53 kg Women,0,1,233,62,-66,-66,62,74,79,-82,79,141
8,8,7,GERAINYS Perez,10355,1997-04-29,W,VEN,A,51.8,53 kg Women,0,1,233,-61,61,-65,61,79,-83,-83,79,140
9,9,6,SANTILLAN RENGIFO Yaritza Yajaira,9990,1996-12-01,W,PER,A,52.15,53 kg Women,0,1,233,53,-56,56,56,75,80,-82,80,136
1,1,3,SANCHEZ QUINCHIA Nicolas,9453,1996-02-25,M,COL,A,55,56 kg Men,0,1,233,91,93,96,96,113,116,119,119,215
2,3,1,ROJAS CONCHA Marcos Antonio,8936,1995-06-02,M,PER,A,55.35,56 kg Men,0,1,233,84,88,91,91,114,119,121,121,212
3,2,2,OMAR Oropeza,9175,1995-10-05,M,VEN,A,56,56 kg Men,0,1,233,87,-90,92,92,111,116,120,120,212
4,4,6,ALEJANDRO Mercado,8572,1995-01-01,M,MEX,A,55.05,56 kg Men,0,1,233,80,85,89,89,102,110,116,116,205
5,5,5,GUERRERO MALTE Jefferson David,8634,1995-01-11,M,ECU,A,54.5,56 kg Men,0,1,233,-88,88,-90,88,107,112,116,116,204
6,6,4,RAMIREZ DE LEON Juan Carlos,9214,1995-11-10,M,GUA,A,56,56 kg Men,0,1,233,82,-86,86,86,111,116,118,118,204
7,7,7,ALEXIS Sangama,8573,1995-01-01,M,PER,A,55.6,56 kg Men,0,1,233,75,78,80,80,98,102,-105,102,182
8,8,8,PABLO Moreno,8593,1995-01-01,M,URU,A,52.35,56 kg Men,0,1,233,50,-55,-55,50,60,65,-70,65,115
1,1,1,PEREZ CASTILLO Edith Marlene,9062,1995-08-07,W,MEX,A,57,58 kg Women,0,1,233,70,72,75,75,93,100,103,103,178
2,3,2,LOBON VIAFARA Maria Camila,9164,1995-09-30,W,COL,A,56.3,58 kg Women,0,1,233,65,68,70,70,85,88,91,91,161
3,2,4,MARIA Nantip,9506,1996-03-24,W,ECU,A,57.8,58 kg Women,0,1,233,65,69,71,71,85,89,-92,89,160
4,6,3,ALBA Rivera,9993,1996-12-02,W,ECU,A,57.3,58 kg Women,0,1,233,-65,65,-71,65,85,-89,90,90,155
5,5,5,GILMARIELIS Sierra,9196,1995-10-23,W,VEN,A,55.8,58 kg Women,0,1,233,63,67,-69,67,82,86,-89,86,153
6,4,7,MUNOZ MIRANDA Barbara Yocelyn,9381,1996-01-18,W,CHI,A,57.4,58 kg Women,0,1,233,60,65,68,68,80,-85,-85,80,148
7,7,6,LIMAS ROSALES Ercila Beatriz,9275,1995-12-05,W,PER,A,57.15,58 kg Women,0,1,233,58,-62,-62,58,75,80,-84,80,138
8,8,8,CAJAS QUIROZ Yomara Esther,11170,1998-05-14,W,PER,A,53.1,58 kg Women,0,1,233,-49,49,51,51,-68,68,70,70,121
1,1,1,MUNOZ MARTINEZ Jonathan Antonio,9213,1995-11-10,M,MEX,A,61.85,62 kg Men,0,1,233,109,113,116,116,138,143,-149,143,259
2,2,2,MOSQUERA LOZANO Luis Javier,8802,1995-03-27,M,COL,A,60.6,62 kg Men,0,1,233,-112,112,115,115,137,142,-148,142,257
3,4,3,ENDER Blanco,8709,1995-02-13,M,VEN,A,61.45,62 kg Men,0,1,233,108,-113,-113,108,-137,137,140,140,248
4,3,4,YONI Cabrera,8594,1995-01-01,M,ECU,A,60,62 kg Men,0,1,233,104,108,-110,108,126,131,137,137,245
5,5,5,ZURITA VALLEJO Victor Xavier,9218,1995-11-11,M,ECU,A,59.8,62 kg Men,0,1,233,100,-105,106,106,130,136,-140,136,242
6,6,6,GUANTEO Alejandro,8587,1995-01-01,M,CHI,A,62,62 kg Men,0,1,233,97,-103,-106,97,-125,-125,125,125,222
7,7,7,GOMES Jonatan,10841,1997-12-19,M,BRA,A,61.4,62 kg Men,0,1,233,-90,92,-100,92,115,121,-125,121,213
8,8,8,BARDALEZ TUISIMA Luis David,9173,1995-10-03,M,PER,A,61.55,62 kg Men,0,1,233,88,-92,92,92,110,115,120,120,212
9,9,9,ALBERTO Reyes,10049,1997-01-01,M,PER,A,59.55,62 kg Men,0,1,233,82,85,-87,85,110,-115,118,118,203
10,10,10,ALAN Da Silva,9314,1996-01-01,M,BRA,A,60.85,62 kg Men,0,1,233,-70,-70,70,70,90,95,-100,95,165
1,1,1,SILGADO ATENCIO Rosive Andrea,8992,1995-06-30,W,COL,A,62.5,63 kg Women,0,1,233,77,80,85,85,97,101,103,103,188
2,3,2,PALACIOS Joana,9942,1996-11-08,W,ARG,A,62.85,63 kg Women,0,1,233,74,-78,78,78,-99,99,103,103,181
3,2,3,LUGO ROBLES Carolina Guadalupe,9492,1996-03-16,W,MEX,A,58.2,63 kg Women,0,1,233,70,75,78,78,90,92,-97,92,170
4,6,4,GOMEZ KING Cruzmeyli,9984,1996-11-27,W,DOM,A,59.1,63 kg Women,0,1,233,-68,-68,68,68,88,-91,91,91,159
5,4,5,EVELYN Vargas,9172,1995-10-02,W,ECU,A,61.55,63 kg Women,0,1,233,66,70,-74,70,81,84,88,88,158
6,5,6,SARA Buitrago,8725,1995-02-22,W,VEN,A,61.95,63 kg Women,0,1,233,65,70,-74,70,80,84,-88,84,154
7,7,7,LIPA POMA Goya,9295,1995-12-18,W,PER,A,58.3,63 kg Women,0,1,233,54,57,-59,57,74,77,-80,77,134
1,2,2,SANCHEZ REYES Jordan Abel,8925,1995-05-26,M,ECU,A,64.7,69 kg Men,0,1,233,105,109,-112,109,131,135,140,140,249
2,4,1,AGUILAR CHAN Josue Alberto,9744,1996-07-12,M,MEX,A,68.66,69 kg Men,0,1,233,106,-111,-111,106,135,-140,141,141,247
3,1,6,SERGIO Roca,8823,1995-04-04,M,COL,A,66.94,69 kg Men,0,1,233,103,108,112,112,125,130,-135,130,242
4,3,4,SOTO MONTECINO Eduardo Alexis,8799,1995-03-25,M,CHI,A,68.02,69 kg Men,0,1,233,102,-106,106,106,125,129,132,132,238
5,5,7,FLORES OGANDO Erlyn,9600,1996-05-08,M,DOM,A,67.77,69 kg Men,0,1,233,-104,104,-109,104,125,130,-134,130,234
6,7,5,LAHUANAMPA CASTILLO Junior Chayanne,8822,1995-04-04,M,PER,A,65.72,69 kg Men,0,1,233,98,-102,-102,98,126,131,-136,131,229
7,6,8,FRANCISCO Urrutia,8751,1995-03-05,M,CHI,A,66.94,69 kg Men,0,1,233,-95,95,100,100,110,115,-125,115,215
NA,NA,3,CASTRO PALMA Darvin Jesus,8953,1995-06-11,M,VEN,A,67.34,69 kg Men,0,1,233,-113,-113,-113,NA,133,139,-141,139,NA
1,1,2,TORRES WONG Anacarmen,9260,1995-11-27,W,MEX,A,64.92,69 kg Women,0,1,233,80,-85,85,85,105,107,-110,107,192
2,3,1,DAJOMES BARRERA Neisi Patricia,11165,1998-05-12,W,ECU,A,66.16,69 kg Women,0,1,233,80,-85,-87,80,100,107,110,110,190
3,2,3,QUEJADA ALTAMIRANDA Keidys,9746,1996-07-12,W,COL,A,67.28,69 kg Women,0,1,233,77,81,-86,81,98,102,104,104,185
4,4,5,YASLEIDY Munis,8908,1995-05-17,W,CUB,A,67.96,69 kg Women,0,1,233,70,75,80,80,90,-95,-95,90,170
5,5,4,FARIA Irene,8599,1995-01-01,W,VEN,A,66.86,69 kg Women,0,1,233,73,78,-81,78,85,90,-95,90,168
6,7,6,REBOLLEDO NAVARRETE Natalia Ivone,9072,1995-08-11,W,CHI,A,64.1,69 kg Women,0,1,233,61,65,-68,65,75,80,-82,80,145
NA,6,NA,BARRERA ARAYA Camila Alejandra,9002,1995-07-09,W,CHI,A,68.7,69 kg Women,0,1,233,69,-72,-73,69,-91,-91,-91,NA,NA
1,1,1,LOPEZ FARIAS Bastian Andres,9150,1995-09-26,M,CHI,A,75.5,77 kg Men,0,1,233,121,126,128,128,155,159,162,162,290
2,2,3,PALOMO BRICENO David Humberto,9391,1996-01-23,M,MEX,A,75.5,77 kg Men,0,1,233,116,122,127,127,150,156,-160,156,283
3,4,2,GALLEGO Luis,8631,1995-01-10,M,COL,A,75.55,77 kg Men,0,1,233,115,-120,-120,115,148,152,157,157,272
4,3,5,ADAMES SANGRONIS Edwin Jose,8636,1995-01-12,M,VEN,A,73.15,77 kg Men,0,1,233,110,117,-121,117,140,-145,-148,140,257
5,5,4,ARIEL Benitez,8742,1995-03-03,M,ECU,A,76.4,77 kg Men,0,1,233,-100,101,108,108,130,-141,141,141,249
NA,6,NA,DO NASCIMENTO DA SILVA Rogerio,9361,1996-01-09,M,BRA,A,75.8,77 kg Men,0,1,233,90,100,-105,100,-125,-126,-126,NA,NA
1,1,1,PIRELA GOTERA Darwin Jose,8970,1995-06-18,M,VEN,A,83.98,85 kg Men,0,1,233,127,132,136,136,158,163,170,170,306
2,2,2,FERRIN ARROYO Paul Alexander,9192,1995-10-20,M,ECU,A,84.78,85 kg Men,0,1,233,126,131,136,136,157,-162,162,162,298
3,3,3,FLOREZ Oscar,9108,1995-09-01,M,COL,A,83.34,85 kg Men,0,1,233,115,121,125,125,145,151,-156,151,276
4,4,4,KU RUIZ Daniel Jacinto,9919,1996-10-26,M,MEX,A,83.26,85 kg Men,0,1,233,115,-120,-121,115,150,-155,-156,150,265
5,5,5,FOCHI Lopez,8964,1995-06-15,M,CHI,A,80.1,85 kg Men,0,1,233,92,96,102,102,124,130,-134,130,232
1,1,1,ANGEL Bello,8664,1995-01-26,M,MEX,A,89.68,94 kg Men,0,1,233,117,122,128,128,143,-150,NA,143,271
2,3,2,JORMAN Ciniva,8680,1995-02-03,M,VEN,A,85.32,94 kg Men,0,1,233,105,111,-114,111,132,137,142,142,253
3,2,4,RONAL Chirimos,8789,1995-03-17,M,VEN,A,87.6,94 kg Men,0,1,233,106,114,-117,114,132,-141,-142,132,246
4,4,3,BRITO Michel,9278,1995-12-08,M,BRA,A,89.66,94 kg Men,0,1,233,108,-114,-114,108,132,137,-142,137,245
5,5,5,JETRO Nancufil,8705,1995-02-11,M,CHI,A,85.68,94 kg Men,0,1,233,95,-100,-100,95,115,-120,120,120,215
