total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,bw,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
5,4,5,BURAK Iryna,12278,1999-12-03,W,BLR,A,47.9,48 kg Women,0,1,401,63,67,-69,67,77,81,-83,81,148
6,6,6,ZAKHARCHENKO Alina,13746,2002-03-02,W,UKR,A,48,48 kg Women,0,1,401,61,64,66,66,76,79,81,81,147
7,7,3,OLESKIEWICZ Sylwia Malgorzata,11989,1999-06-23,W,POL,A,46.4,48 kg Women,0,1,401,59,62,64,64,78,81,83,83,147
8,8,8,NGUEN Nadezhda-Mey Tuy,12670,2000-07-01,W,BUL,A,47.5,48 kg Women,0,1,401,58,61,63,63,72,80,-83,80,143
9,9,10,KUDLASZYK Paulina Magdalena,10737,1997-10-24,W,POL,A,47.9,48 kg Women,0,1,401,58,60,62,62,76,79,-82,79,141
10,11,9,MAILLOT Asia Terry Coline,11557,1998-11-16,W,FRA,A,47.2,48 kg Women,0,1,401,-60,-60,60,60,75,79,-82,79,139
11,10,11,MUKKALA Kirsi-Marja,12249,1999-11-18,W,FIN,A,47.9,48 kg Women,0,1,401,58,-61,61,61,70,73,-75,73,134
1,3,1,PANKOVA Liudmila,10273,1997-03-25,W,BLR,A,52.9,53 kg Women,0,1,401,78,81,-83,81,98,103,105,105,186
2,1,2,HANHUR Mariia,12772,2000-08-24,W,UKR,A,52.6,53 kg Women,0,1,401,80,82,83,83,96,99,102,102,185
3,2,3,NOVITSKAIA Kristina,12153,1999-09-22,W,RUS,A,53,53 kg Women,0,1,401,77,80,82,82,98,101,-104,101,183
4,4,4,KONOTOP Kamila,13178,2001-03-23,W,UKR,A,52.7,53 kg Women,0,1,401,79,-81,-82,79,93,96,-99,96,175
5,10,5,RIGAUD Garance Ariette Ouiza,12238,1999-11-12,W,FRA,A,52.7,53 kg Women,0,1,401,67,70,72,72,87,91,93,93,165
6,6,7,SHELEH Natalya,11467,1998-10-07,W,BLR,A,52.9,53 kg Women,0,1,401,70,74,-76,74,85,89,-91,89,163
7,7,8,MARICUT Alexandra Daniela,13520,2001-10-15,W,ROU,A,52.3,53 kg Women,0,1,401,69,72,74,74,-89,89,-92,89,163
8,8,6,MORROW Fraer,11314,1998-07-20,W,GBR,A,52.8,53 kg Women,0,1,401,69,72,-74,72,88,90,-92,90,162
9,9,9,IVANOVA Daniela,13939,2002-06-19,W,LAT,A,52.6,53 kg Women,0,1,401,65,69,72,72,83,86,88,88,160
10,5,11,GARCIA SUAREZ Noelia,10371,1997-05-09,W,ESP,A,52.8,53 kg Women,0,1,401,70,73,76,76,83,-86,-86,83,159
11,12,10,STERCKX Nina,13998,2002-07-26,W,BEL,A,52.5,53 kg Women,0,1,401,65,-68,-68,65,80,84,86,86,151
12,11,12,WALZAK Pauline,11994,1999-06-25,W,GER,A,52.2,53 kg Women,0,1,401,63,66,-68,66,80,83,-85,83,149
1,2,2,VORONOVSKYI Dmytro,10077,1997-01-03,M,UKR,A,55.9,56 kg Men,0,1,401,104,107,109,109,128,-130,130,130,239
2,1,5,TOPTAS Caner,13425,2001-08-14,M,TUR,A,56,56 kg Men,0,1,401,105,108,110,110,124,-128,128,128,238
3,3,1,ZALIPSKYI Pavlo,11299,1998-07-13,M,UKR,A,56,56 kg Men,0,1,401,103,106,108,108,121,126,130,130,238
4,4,6,LUCA Marian-Cristian,11740,1999-02-16,M,ROU,A,55.5,56 kg Men,0,1,401,100,104,107,107,122,-126,127,127,234
5,5,7,MIRON Bogdan Cosmin,12115,1999-09-03,M,ROU,A,55.8,56 kg Men,0,1,401,101,105,-108,105,125,-129,-129,125,230
6,9,4,RUSEV Angel Hriskov,13368,2001-07-13,M,BUL,A,55.9,56 kg Men,0,1,401,96,99,-101,99,125,-129,129,129,228
7,10,3,SCHEDLER Leon,11206,1998-06-01,M,GER,A,56,56 kg Men,0,1,401,-98,-98,98,98,125,-129,129,129,227
NA,6,NA,GUNGOR Isa,11423,1998-09-13,M,TUR,A,56,56 kg Men,0,1,401,103,-107,-109,103,-120,-120,-121,NA,NA
NA,7,NA,RZAZADE Ruslan,11419,1998-09-11,M,AZE,A,55.6,56 kg Men,0,1,401,-95,95,102,102,-125,-125,-125,NA,NA
8,12,8,POLAK Frantisek,13354,2001-07-01,M,CZE,B,55.9,56 kg Men,0,1,401,-94,94,-99,94,112,117,123,123,217
9,8,10,LUNGU Daniel,11485,1998-10-16,M,MDA,B,55.6,56 kg Men,0,1,401,98,-102,102,102,109,-114,114,114,216
10,11,9,PERALES GARCIA Jose David,13073,2001-01-27,M,ESP,B,55.5,56 kg Men,0,1,401,88,92,95,95,108,112,115,115,210
11,13,11,VELIJI Mihnet,13441,2001-08-22,M,KOS,B,52.8,56 kg Men,0,1,401,40,-44,-44,40,55,58,-60,58,98
1,1,1,KOHA Rebeka,11178,1998-05-19,W,LAT,A,57.4,58 kg Women,0,1,401,90,94,98,98,111,115,NA,115,213
2,2,2,CAKIN Aysegul,11991,1999-06-24,W,TUR,A,57.8,58 kg Women,0,1,401,78,80,82,82,105,-112,-112,105,187
3,3,3,PIKASH Olha,12061,1999-07-29,W,UKR,A,57.4,58 kg Women,0,1,401,77,-80,-80,77,98,100,-103,100,177
4,4,4,MAKUTSEVICH Krystsina,11941,1999-05-26,W,BLR,A,58,58 kg Women,0,1,401,75,-80,-80,75,93,99,-101,99,174
5,5,5,VABISHCHEVICH Yuliya,11654,1999-01-05,W,BLR,A,57.7,58 kg Women,0,1,401,74,-78,-79,74,90,94,-100,94,168
6,6,6,STOYANOVA Tsvetelina,13218,2001-04-08,W,BUL,A,57.8,58 kg Women,0,1,401,70,72,-74,72,87,-93,-93,87,159
7,8,7,SIRETEANU Dorina,12349,2000-01-10,W,MDA,A,57.5,58 kg Women,0,1,401,-68,68,-71,68,-85,85,-89,85,153
NA,7,NA,TALASTERA Suvi Tuulia,11656,1999-01-06,W,FIN,A,58,58 kg Women,0,1,401,-71,-71,71,71,-86,-86,-86,NA,NA
1,1,1,LAPTSEU Henadz,11602,1998-12-15,M,BLR,A,62,62 kg Men,0,1,401,125,130,132,132,150,-158,158,158,290
2,2,4,CERCIZ Arberi,10352,1997-04-28,M,ALB,A,61.6,62 kg Men,0,1,401,120,126,131,131,138,-142,143,143,274
3,9,2,MAU Jon Luke,11456,1998-10-02,M,GER,A,61.8,62 kg Men,0,1,401,110,-115,-115,110,150,154,-157,154,264
4,6,3,MAMMADLI Mahammad,10756,1997-10-31,M,AZE,A,61.9,62 kg Men,0,1,401,115,-120,-120,115,145,-148,148,148,263
5,5,5,MANEA Robert Stefan,10822,1997-12-09,M,ROU,A,61.9,62 kg Men,0,1,401,115,-119,-119,115,142,-146,-147,142,257
6,3,7,KHALILOV Kanan,12076,1999-08-09,M,AZE,A,61.9,62 kg Men,0,1,401,118,-123,123,123,133,-138,-138,133,256
7,8,6,KHACHATUROV Boris,10544,1997-07-25,M,RUS,A,61.9,62 kg Men,0,1,401,105,110,112,112,-135,135,-138,135,247
8,7,8,INDOVIGLIA Antonino,12069,1999-08-05,M,ITA,A,62,62 kg Men,0,1,401,110,-115,115,115,128,-135,-135,128,243
9,11,9,KOMOROWSKI Marek,11808,1999-03-23,M,POL,A,61.7,62 kg Men,0,1,401,103,-107,-107,103,123,127,-130,127,230
NA,4,NA,KARA Ramazan,11984,1999-06-19,M,TUR,A,61.8,62 kg Men,0,1,401,112,-116,116,116,-145,-145,-147,NA,NA
10,10,11,KOLEDA Elmars,10435,1997-06-03,M,LAT,B,61.8,62 kg Men,0,1,401,102,106,-109,106,123,-127,-127,123,229
11,14,10,CALLARD Keelan,11749,1999-02-18,M,GBR,B,61.2,62 kg Men,0,1,401,-88,-88,88,88,118,123,125,125,213
12,13,12,KUQJA Roalb,12778,2000-08-26,M,ALB,B,60.8,62 kg Men,0,1,401,85,90,-95,90,105,110,-115,110,200
NA,12,NA,LANDAIS Alexis,11930,1999-05-22,M,FRA,B,61.9,62 kg Men,0,1,401,97,101,-103,101,NA,NA,NA,NA,NA
1,3,1,HULPAN Florina-Sorina,10225,1997-03-07,W,ROU,A,62.5,63 kg Women,0,1,401,1,-90,-90,90,0,108,111,115,205
2,2,2,LEVENT Nuray,12575,2000-05-08,W,TUR,A,61.3,63 kg Women,0,1,401,85,88,90,90,106,109,114,114,204
3,1,3,TYMOSHCHUK Mariia,12064,1999-08-02,W,UKR,A,61.4,63 kg Women,0,1,401,87,89,91,91,106,109,-113,109,200
4,4,4,CHIBISOVA Irina,11196,1998-05-26,W,RUS,A,62.8,63 kg Women,0,1,401,80,84,87,87,101,104,107,107,194
5,5,7,SHATOVA Galya Anetova,13451,2001-08-29,W,BUL,A,62.2,63 kg Women,0,1,401,83,86,-89,86,-100,100,-103,100,186
6,7,5,ABBASOVA Elnura,10497,1997-07-05,W,AZE,A,62.2,63 kg Women,0,1,401,75,80,-83,80,90,98,103,103,183
7,6,6,DAVILA SANSINENA Susana,10964,1998-02-07,W,ESP,A,62.8,63 kg Women,0,1,401,-78,78,81,81,98,101,-103,101,182
8,9,9,SHCHAPANAVA Alina,12525,2000-04-12,W,BLR,A,59.7,63 kg Women,0,1,401,74,78,80,80,92,-99,-99,92,172
9,8,10,HALD Emma Margrethe Elise Kringeland,10068,1997-01-01,W,NOR,A,62.5,63 kg Women,0,1,401,77,80,-83,80,-91,91,-95,91,171
10,10,8,FERNEZOVA Eliska,12137,1999-09-14,W,SVK,A,62.7,63 kg Women,0,1,401,69,72,75,75,89,93,-98,93,168
11,11,11,LUHOVA Vanya,12213,1999-10-30,W,BUL,A,62.5,63 kg Women,0,1,401,68,-71,71,71,82,85,88,88,159
12,12,12,HARITO Sonja Eveliina,10380,1997-05-12,W,FIN,A,61.8,63 kg Women,0,1,401,65,70,-73,70,84,86,-90,86,156
1,2,1,ZANNI Mirko,10725,1997-10-16,M,ITA,A,68.2,69 kg Men,0,1,401,137,-142,-142,137,165,-169,-170,165,302
2,1,3,ZHARNOUSKI Ilya,12769,2000-08-21,M,BLR,A,68.8,69 kg Men,0,1,401,136,141,-145,141,155,160,-163,160,301
3,4,2,OZBEK Muhammed Furkan,13063,2001-01-24,M,TUR,A,68.9,69 kg Men,0,1,401,128,132,135,135,162,-168,-168,162,297
4,3,5,HOVHANNISYAN Hrayr,11019,1998-03-07,M,ARM,A,68.4,69 kg Men,0,1,401,135,-138,-138,135,-155,155,-160,155,290
5,6,4,ILHAN Ramazan,11610,1998-12-20,M,TUR,A,67.9,69 kg Men,0,1,401,132,-136,-137,132,150,156,-161,156,288
6,7,6,ANGELOV Petar Sevdalin,10833,1997-12-15,M,BUL,A,68.4,69 kg Men,0,1,401,122,126,129,129,-154,-154,155,155,284
7,5,8,JURECKI Szymon,12043,1999-07-22,M,POL,A,67.7,69 kg Men,0,1,401,127,130,133,133,143,149,-152,149,282
8,9,7,GEORGIEV Zahari Zahariev,10074,1997-01-02,M,BUL,A,68.9,69 kg Men,0,1,401,121,-125,125,125,150,-160,-160,150,275
9,8,9,CARP Constantin,11947,1999-06-03,M,ROU,A,68.8,69 kg Men,0,1,401,117,121,125,125,143,149,-152,149,274
10,10,10,HUBER Moritz,11234,1998-06-14,M,GER,A,68.9,69 kg Men,0,1,401,118,122,-125,122,-144,-144,144,144,266
11,11,14,GRISCENKO Artjoms,13206,2001-04-03,M,LAT,A,68.3,69 kg Men,0,1,401,-115,115,119,119,136,-139,140,140,259
12,12,13,SANCHIS SERRANO Tomas,11195,1998-05-26,M,ESP,A,67.8,69 kg Men,0,1,401,-110,110,116,116,-140,140,-145,140,256
NA,NA,NA,RUSTAMOV Isa,12229,1999-11-06,M,AZE,A,68.6,69 kg Men,1,1,401,130,-136,-136,NA,155,-162,-162,NA,NA
13,13,12,STRANSKY Petr,10576,1997-08-10,M,CZE,B,68.6,69 kg Men,0,1,401,112,-115,115,115,136,-140,141,141,256
14,14,11,JANTA Hagen,11870,1999-04-22,M,GER,B,68.6,69 kg Men,0,1,401,-109,109,113,113,-136,136,141,141,254
15,15,15,SKIRKA Vincentas,10531,1997-07-18,M,LTU,B,68.7,69 kg Men,0,1,401,-108,-108,108,108,125,-132,-132,125,233
16,16,17,KAIKKONEN Samuel Juho Aleksi,11565,1998-11-24,M,FIN,B,68.4,69 kg Men,0,1,401,100,-104,104,104,115,121,-123,121,225
17,17,16,KANKAANPAA Joonas,10759,1997-11-01,M,FIN,B,64.7,69 kg Men,0,1,401,96,-101,101,101,121,-125,-125,121,222
18,18,18,CAKAJ Drin,13834,2002-04-11,M,KOS,B,67.8,69 kg Men,0,1,401,60,63,66,66,77,80,82,82,148
1,1,2,KOZLOVA Aleksandra,10346,1997-04-24,W,RUS,A,65.6,69 kg Women,0,1,401,92,95,97,97,108,112,115,115,212
2,2,3,PANOVA Hanna,11262,1998-06-25,W,UKR,A,68.5,69 kg Women,0,1,401,-93,93,96,96,111,114,-117,114,210
3,5,1,HERNANDEZ MARTIN Ilia,11105,1998-04-12,W,ESP,A,68.7,69 kg Women,0,1,401,-85,85,-88,85,109,112,116,116,201
4,4,4,AYYILDIZ Emine,13274,2001-05-05,W,TUR,A,66.5,69 kg Women,0,1,401,80,86,-89,86,98,107,110,110,196
5,3,5,MARUSHKA Kseniia,10646,1997-09-08,W,RUS,A,68.1,69 kg Women,0,1,401,85,88,-90,88,100,-105,105,105,193
6,7,6,LESHCHANKA Marharyta,12590,2000-05-18,W,BLR,A,67.3,69 kg Women,0,1,401,78,-83,83,83,95,100,103,103,186
7,6,8,CILCIC Ecaterina,11040,1998-03-16,W,MDA,A,68.3,69 kg Women,0,1,401,78,81,84,84,98,-101,-101,98,182
8,8,7,FOMINA Anna,11080,1998-03-31,W,SWE,A,67.4,69 kg Women,0,1,401,80,-84,-84,80,100,-107,-107,100,180
9,9,9,CABALLERO I MANZANARES Noelia,11886,1999-04-29,W,ESP,A,68.7,69 kg Women,0,1,401,78,-81,-81,78,95,-98,-98,95,173
10,10,10,MALCEKOVA Viktoria,10082,1997-01-06,W,SVK,A,66.5,69 kg Women,0,1,401,62,65,68,68,-88,88,-92,88,156
11,12,11,TOLSTRUP Laura Vest,10661,1997-09-12,W,DEN,A,68.1,69 kg Women,0,1,401,58,-62,62,62,80,84,-87,84,146
NA,11,NA,RUMENOVIC Ivana,12105,1999-08-27,W,CRO,A,68.2,69 kg Women,0,1,401,-65,65,-69,65,-81,-81,-81,NA,NA
1,1,1,POGHOSYAN Sona,11269,1998-06-29,W,ARM,A,74.3,75 kg Women,0,1,401,94,97,-100,97,113,125,130,130,227
2,2,4,TRETYAKOVA Maria,10735,1997-10-22,W,RUS,A,74.1,75 kg Women,0,1,401,90,-94,95,95,106,109,-111,109,204
3,4,3,SENICOVA Nikola,12603,2000-05-27,W,SVK,A,74.6,75 kg Women,0,1,401,82,87,91,91,102,107,110,110,201
4,7,2,TYDYYAKOVA Tatiana,10975,1998-02-10,W,RUS,A,74.5,75 kg Women,0,1,401,83,86,-88,86,108,-112,112,112,198
5,5,6,"NARIN Dilara",13777,2002-03-17,W,TUR,A,71.2,75 kg Women,0,1,401,83,87,-91,87,106,-110,-111,106,193
6,9,5,BARZAK Wiktoria Izabela,11140,1998-05-01,W,POL,A,74.9,75 kg Women,0,1,401,70,74,-79,74,101,108,-111,108,182
7,6,7,WCISLAK Eliza,10175,1997-02-16,W,POL,A,74.9,75 kg Women,0,1,401,83,86,-88,86,-95,95,-98,95,181
8,8,8,MITYKO Veronika,12721,2000-07-26,W,HUN,A,72,75 kg Women,0,1,401,76,-79,81,81,88,92,-94,92,173
9,10,9,GLEISNER Emma Eveliina,10637,1997-09-05,W,FIN,A,69.6,75 kg Women,0,1,401,-73,73,-77,73,88,-94,-95,88,161
NA,3,NA,RUBANOVICH Nikol Bella,11154,1998-05-09,W,ISR,A,72.1,75 kg Women,0,1,401,90,94,-96,94,-105,-105,-106,NA,NA
NA,NA,NA,SHEVKOPLIAS Alona,11089,1998-04-03,W,UKR,A,70.5,75 kg Women,1,1,401,90,94,-95,NA,104,108,-111,NA,NA
1,1,2,SUHAREVS Ritvars,11666,1999-01-11,M,LAT,A,76.8,77 kg Men,0,1,401,146,151,154,154,173,179,-185,179,333
2,2,1,IARKIN Viacheslav,10792,1997-11-19,M,RUS,A,76.6,77 kg Men,0,1,401,144,148,-152,148,174,178,184,184,332
3,3,3,ERDOGDU Celil,10814,1997-12-05,M,TUR,A,74.8,77 kg Men,0,1,401,143,146,-149,146,170,177,-181,177,323
4,6,4,STSIAPOSHYN Ilya,11398,1998-08-27,M,BLR,A,76.8,77 kg Men,0,1,401,-136,136,-143,136,-167,167,176,176,312
5,7,5,GEORGIEV Nikolay Todorov,10383,1997-05-13,M,BUL,A,76.6,77 kg Men,0,1,401,-133,133,136,136,165,169,-171,169,305
6,9,6,SMOCHEK Vitalii,12647,2000-06-21,M,UKR,A,74.6,77 kg Men,0,1,401,135,-139,-141,135,158,163,168,168,303
7,5,7,ZAKIROV Fail,10342,1997-04-23,M,RUS,A,76.9,77 kg Men,0,1,401,137,-141,-141,137,160,165,-168,165,302
8,10,8,CIOBANU Tudor,11770,1999-02-27,M,MDA,A,76.7,77 kg Men,0,1,401,-130,130,134,134,-164,164,-170,164,298
9,8,10,ESPOSITO Salvatore,10634,1997-09-05,M,ITA,A,76.4,77 kg Men,0,1,401,135,-140,-144,135,-160,160,-167,160,295
10,11,9,MARECEK Petr,11297,1998-07-12,M,CZE,A,75.9,77 kg Men,0,1,401,-133,133,-139,133,153,158,161,161,294
11,12,12,ALAM Omed,11921,1999-05-20,M,DEN,A,76.5,77 kg Men,0,1,401,127,132,-134,132,158,-163,-163,158,290
12,14,11,ANDERSEN Eskil Engelsgjerd,11712,1999-02-01,M,NOR,A,77,77 kg Men,0,1,401,122,126,128,128,159,-163,-163,159,287
13,13,15,VASILONOKS Arturs,11112,1998-04-16,M,LAT,A,76.6,77 kg Men,0,1,401,123,129,-134,129,153,-160,-162,153,282
NA,4,NA,BADZIAGOWSKI Kacper,11514,1998-10-30,M,POL,A,76.8,77 kg Men,0,1,401,135,140,-144,140,-165,-168,-168,NA,NA
14,15,14,RAMADANI Kristi,12893,2000-10-29,M,ALB,B,76.8,77 kg Men,0,1,401,118,-123,124,124,-149,149,155,155,279
15,16,16,EPTON Jason,12675,2000-07-03,M,GBR,B,77,77 kg Men,0,1,401,120,123,-125,123,150,-154,-155,150,273
16,17,13,STREICHL Martin,12708,2000-07-19,M,CZE,B,76.3,77 kg Men,0,1,401,110,-115,115,115,-155,156,-159,156,271
17,18,17,SIRCELJ David,11334,1998-07-29,M,SLO,B,76.4,77 kg Men,0,1,401,-97,97,104,104,127,-132,135,135,239
18,19,18,KRISTO Antony,13002,2001-01-03,M,CRO,B,72.3,77 kg Men,0,1,401,80,85,-87,85,100,107,-112,107,192
19,20,19,FETAOVSKI Bleron,13312,2001-06-02,M,KOS,B,72.1,77 kg Men,0,1,401,73,77,-80,77,92,96,-100,96,173
1,1,1,DAVITADZE Revaz,11484,1998-10-16,M,GEO,A,84.4,85 kg Men,0,1,401,157,162,165,165,181,185,188,188,353
2,2,3,HOVHANNISYAN Davit,10094,1997-01-14,M,ARM,A,84.6,85 kg Men,0,1,401,150,155,158,158,180,-185,185,185,343
3,4,2,KULIKOV Illia,10414,1997-05-26,M,UKR,A,85,85 kg Men,0,1,401,146,150,154,154,178,186,-190,186,340
4,3,5,AVAGYAN Karen,11910,1999-05-12,M,ARM,A,84.9,85 kg Men,0,1,401,153,156,-160,156,183,-188,-188,183,339
5,7,6,KAKABADZE Nodari,11937,1999-05-26,M,GEO,A,83.8,85 kg Men,0,1,401,141,146,149,149,171,176,182,182,331
6,9,4,HRUSHKO Ruslan,10242,1997-03-13,M,BLR,A,84.6,85 kg Men,0,1,401,-145,145,-150,145,179,-184,184,184,329
7,6,8,KAIKILEKOFE Israel Setino,10793,1997-11-19,M,FRA,A,84.6,85 kg Men,0,1,401,145,150,-152,150,-175,176,-181,176,326
8,8,7,FICCO Cristiano Giuseppe,13209,2001-04-05,M,ITA,A,81.9,85 kg Men,0,1,401,140,144,147,147,172,178,-181,178,325
9,5,11,SKULIMOWSKI Mateusz,11337,1998-07-31,M,POL,A,84.8,85 kg Men,0,1,401,144,148,151,151,-173,-173,173,173,324
11,11,12,"NAUMOV Dimitrii",10848,1997-12-23,M,RUS,A,84.6,85 kg Men,0,1,401,-140,140,-145,140,-173,-173,173,173,313
12,13,10,MEZINSKIS Armands,12801,2000-09-08,M,LAT,A,83.1,85 kg Men,0,1,401,-135,-135,135,135,-171,173,-177,173,308
NA,NA,NA,OBUKHOV Igor,11147,1998-05-05,M,UKR,A,84.8,85 kg Men,1,1,401,-146,146,150,NA,-185,-186,186,NA,NA
10,10,9,FERNANDEZ GARCIA Alberto,10797,1997-11-20,M,ESP,B,84.4,85 kg Men,0,1,401,-145,-145,145,145,170,175,-180,175,320
13,12,13,KMEGY Mate Jozsef,10668,1997-09-17,M,HUN,B,85,85 kg Men,0,1,401,-135,135,-140,135,165,-170,-170,165,300
14,14,15,MURRAY Christopher John,11720,1999-02-05,M,GBR,B,77.2,85 kg Men,0,1,401,-125,125,-129,125,150,-158,-158,150,275
15,15,14,MARGULIS Bronislav,11328,1998-07-26,M,ISR,B,81.1,85 kg Men,0,1,401,120,-125,-126,120,150,-155,-155,150,270
16,16,16,KIVIRAND Robin,12097,1999-08-21,M,EST,B,83.6,85 kg Men,0,1,401,100,-104,104,104,-130,130,136,136,240
1,1,1,SHYSHANOVA Anastasiia,11581,1998-12-02,W,UKR,A,77.7,90 kg Women,0,1,401,99,-103,103,103,116,118,122,122,225
2,2,3,FISCHER Sarah,12908,2000-11-09,W,AUT,A,85.5,90 kg Women,0,1,401,95,-99,99,99,117,121,-127,121,220
3,4,2,KACZMARCZYK Kinga,10511,1997-07-10,W,POL,A,83.2,90 kg Women,0,1,401,90,93,96,96,115,121,-125,121,217
4,3,4,NEMTSEVA Anastasiia,10154,1997-02-07,W,RUS,A,84.1,90 kg Women,0,1,401,92,96,-98,96,-115,115,-122,115,211
5,5,5,SCHREIBER Chantal,11257,1998-06-22,W,GER,A,88.9,90 kg Women,0,1,401,83,87,91,91,110,-115,-115,110,201
6,6,7,BOYNUEGRI Tugce,11474,1998-10-12,W,TUR,A,85.2,90 kg Women,0,1,401,82,85,90,90,100,105,-111,105,195
7,10,6,FLAK Diana,10593,1997-08-16,W,POL,A,87.5,90 kg Women,0,1,401,83,-85,-85,83,105,109,-111,109,192
