total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,bw,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
5,5,4,VILLEGAS FERNANDEZ Santiago Daniel,13330,2001-06-17,M,PER,A,61,62 kg Men,0,1,371,88,92,-95,92,118,122,125,125,217
6,6,6,BARTRA PAREDES Jhosting Abel,11890,1999-05-01,M,PER,A,59,62 kg Men,0,1,371,83,-86,-86,83,105,-110,-110,105,188
7,7,7,ALVES Yago G. G.,13377,2001-07-19,M,BRA,A,60.05,62 kg Men,0,1,371,70,75,-80,75,90,95,-100,95,170
1,1,1,ESCOBAR AGUIRRE Hellen Andrea,11785,1999-03-07,W,COL,A,61.3,63 kg Women,0,1,371,80,87,92,92,105,111,-114,111,203
2,3,2,ERAZO ROSAS Samanta Estefania,12621,2000-06-04,W,ECU,A,60.8,63 kg Women,0,1,371,70,75,-77,75,90,93,97,97,172
3,2,3,"NASCIMENTO AMARO Laura",12890,2000-10-27,W,BRA,A,62.25,63 kg Women,0,1,371,70,75,78,78,85,90,94,94,172
4,4,4,CASADEVALL Maria Luz,13165,2001-03-17,W,ARG,A,61.45,63 kg Women,0,1,371,67,70,73,73,80,84,87,87,160
5,5,5,PAREDES MORENO Gianella Patricia,13778,2002-03-17,W,PER,A,59.1,63 kg Women,0,1,371,54,57,-60,57,70,75,78,78,135
1,1,1,SANDOVAL PARRAS Kevin David,12206,1999-10-23,M,COL,A,66.75,69 kg Men,0,1,371,110,113,114,114,130,136,140,140,254
2,2,2,SHIGUANGO ALVARADO Jesus Luciano,12230,1999-11-06,M,ECU,A,68.4,69 kg Men,0,1,371,105,109,114,114,131,137,-141,137,251
3,3,4,SHORT III Stephen Jay,13215,2001-04-07,M,USA,A,67,69 kg Men,0,1,371,100,105,108,108,122,127,-131,127,235
4,4,3,PFEIFFER Bret Lee,11985,1999-06-19,M,USA,A,68.4,69 kg Men,0,1,371,-103,103,-107,103,123,128,-133,128,231
5,5,5,DONIS VASQUEZ Junior Esteban,12715,2000-07-25,M,GUA,A,68.25,69 kg Men,0,1,371,85,90,94,94,115,120,125,125,219
6,6,6,CASTILLO Jesus,12189,1999-10-14,M,HON,A,64.5,69 kg Men,0,1,371,75,80,-85,80,90,95,100,100,180
1,1,1,PALACIOS DAJOMES Angie Paola,12813,2000-09-12,W,ECU,A,65.8,69 kg Women,0,1,371,90,95,100,100,-113,-113,113,113,213
2,2,2,QUEJADA ALTAMIRANDA Rosa Ines,12508,2000-04-01,W,COL,A,66.1,69 kg Women,0,1,371,83,87,-91,87,105,110,-114,110,197
3,3,3,ZAMBRANO BODERO Rubi Corina,12423,2000-02-19,W,PER,A,67.4,69 kg Women,0,1,371,63,66,67,67,82,85,87,87,154
4,4,4,MALDONADO PANJOJ Maria Alejandra,13523,2001-10-16,W,GUA,A,66,69 kg Women,0,1,371,62,-66,66,66,-81,-81,81,81,147
5,5,5,LOPEZ RIVERA Stephanie Deliane,12138,1999-09-14,W,PUR,A,63.75,69 kg Women,0,1,371,55,-60,-60,55,68,73,-76,73,128
1,1,1,LOPEZ LOPEZ Yeison,11659,1999-01-09,M,COL,A,76.7,77 kg Men,0,1,371,150,155,-160,155,180,188,-192,188,343
2,2,2,PIASECKI Joshua Brian,11765,1999-02-25,M,USA,A,76.45,77 kg Men,0,1,371,115,-119,120,120,146,151,156,156,276
3,4,3,DE SENA FERNANDES Renan,11729,1999-02-10,M,BRA,A,75.7,77 kg Men,0,1,371,115,119,-121,119,135,145,-148,145,264
4,3,4,RODRIGUEZ Melkin,12183,1999-10-09,M,ECU,A,75.35,77 kg Men,0,1,371,111,115,119,119,140,-145,-148,140,259
5,5,5,HAMBY Jacob Ryan,11861,1999-04-15,M,USA,A,75.9,77 kg Men,0,1,371,107,-112,112,112,127,135,-141,135,247
6,6,6,RODRIGUEZ MEDINA Jorge Armando,12073,1999-08-08,M,CRC,A,75.35,77 kg Men,0,1,371,90,95,-100,95,110,-115,117,117,212
7,7,7,CONTRERAS Miqueas,12106,1999-08-28,M,GUA,A,74.25,77 kg Men,0,1,371,78,83,86,86,-95,-105,105,105,191
1,1,1,SOLIS ARBOLEDA Juan Felipe,11778,1999-03-05,M,COL,A,81.45,85 kg Men,0,1,371,135,140,-143,140,170,177,180,180,320
2,2,2,BRAMBLE Nicholas Burke,12828,2000-09-20,M,USA,A,84.1,85 kg Men,0,1,371,115,117,120,120,138,143,147,147,267
3,4,3,GREFA VARGAS Neiser Javier,13134,2001-02-24,M,ECU,A,77.3,85 kg Men,0,1,371,-110,110,114,114,140,-145,145,145,259
4,3,5,FLORES CONCHA Cesar Fabrizzio,13195,2001-03-31,M,PER,A,84.3,85 kg Men,0,1,371,-111,111,115,115,132,137,140,140,255
5,5,4,VANCHIASONG Komgmong,12651,2000-06-22,M,USA,A,84.55,85 kg Men,0,1,371,106,112,-116,112,-135,135,141,141,253
1,1,1,PAVON FUNES Axel Naun,12841,2000-09-28,M,HON,A,85.1,94 kg Men,0,1,371,95,97,100,100,125,130,135,135,235
2,2,2,"NAICOSOME Tadashi",12636,2000-06-11,M,PER,A,86.75,94 kg Men,0,1,371,88,-93,96,96,111,118,120,120,216
3,3,3,ORTIZ Luis,12232,1999-11-08,M,GUA,A,85.95,94 kg Men,0,1,371,82,90,95,95,100,-116,117,117,212
