total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,bw,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
3,3,3,GARCIA BRITO Luis Alberto,8849,1995-04-19,M,DOM,A,55.22,56 kg Men,0,1,277,99,102,-106,102,122,125,128,128,230
4,5,4,MARQUEZ Carlos Alexandre,8859,1995-04-24,M,BRA,A,51,56 kg Men,0,1,277,-85,85,-90,85,-105,105,-110,105,190
NA,4,NA,DIAZ Maikol,9977,1996-11-23,M,VEN,A,55.34,56 kg Men,0,1,277,96,-100,-100,96,-122,-123,-123,NA,NA
1,1,1,ALVAREZ CAICEDO Yenny Fernanda,8919,1995-05-24,W,COL,A,56.45,58 kg Women,0,1,277,-84,85,87,87,105,110,-114,110,197
2,2,2,LUGO ROBLES Carolina Guadalupe,9492,1996-03-16,W,MEX,A,57.52,58 kg Women,0,1,277,76,83,-86,83,97,102,-107,102,185
3,4,4,GILLOOLY Victoria Jo,8426,1994-10-03,W,USA,A,57.96,58 kg Women,0,1,277,72,-75,-76,72,91,-96,96,96,168
4,3,5,LOLLAR Hailee Kathryn,8086,1994-04-12,W,USA,A,57.14,58 kg Women,0,1,277,72,-75,-75,72,-86,-86,86,86,158
NA,NA,3,"NAVEDA FLORES Lucely Guadalupe",9389,1996-01-20,W,VEN,A,56.59,58 kg Women,0,1,277,-72,-72,-72,NA,92,-96,96,96,NA
1,1,1,MOSQUERA LOZANO Luis Javier,8802,1995-03-27,M,COL,A,61.58,62 kg Men,0,1,277,125,-129,129,129,150,-157,-157,150,279
2,2,2,BARNES Darrel Lamont,7901,1994-01-20,M,USA,A,61.64,62 kg Men,0,1,277,113,-119,122,122,142,-149,-149,142,264
3,4,3,MEDINA AGUILERA Maikol Yonaiker,9959,1996-11-14,M,VEN,A,61.72,62 kg Men,0,1,277,104,106,-110,106,-135,135,140,140,246
4,3,4,MENDIETA Francisco,8370,1994-09-09,M,MEX,A,61.4,62 kg Men,0,1,277,-104,104,109,109,130,-135,-135,130,239
1,2,1,SANCHEZ PERINAN Darly Isabel,8241,1994-06-28,W,COL,A,62.74,63 kg Women,0,1,277,87,90,94,94,109,114,118,118,212
2,1,2,GURROLA ORTIZ Eva Alicia,8160,1994-05-17,W,MEX,A,60.68,63 kg Women,0,1,277,87,90,94,94,107,113,-117,113,207
3,3,4,ROGERS Martha Ann,9095,1995-08-23,W,USA,A,62.76,63 kg Women,0,1,277,83,86,89,89,-99,99,-102,99,188
4,4,3,FISHER Lauren Taylor,7930,1994-02-01,W,USA,A,60.84,63 kg Women,0,1,277,72,75,78,78,102,106,-110,106,184
1,1,1,MENA MORENO Jose Gavino,8011,1994-03-08,M,COL,A,68,69 kg Men,0,1,277,127,130,-142,130,160,-166,-176,160,290
2,2,2,MUNOZ MARTINEZ Jonathan Antonio,9213,1995-11-10,M,MEX,A,67.82,69 kg Men,0,1,277,120,-126,127,127,153,159,-165,159,286
3,3,3,RODRIGUEZ ALFONZO Jose Rafael,9203,1995-10-29,M,VEN,A,68.5,69 kg Men,0,1,277,121,-128,-128,121,148,159,-161,159,280
4,4,4,GOMES DOS SANTOS Jonatan,9462,1996-03-01,M,BRA,A,68.17,69 kg Men,0,1,277,-110,115,-121,115,135,-140,141,141,256
5,6,6,FELSTEAD Thomas Connor,8962,1995-06-14,M,USA,A,67.88,69 kg Men,0,1,277,106,111,-115,111,-135,135,138,138,249
6,7,5,SOTO MONTECINO Eduardo Alexis,8799,1995-03-25,M,CHI,A,68.51,69 kg Men,0,1,277,108,-112,-112,108,137,141,-146,141,249
7,5,7,STOLLE Dominic Thomas,8145,1994-05-10,M,USA,A,68.84,69 kg Men,0,1,277,108,112,115,115,-134,134,-138,134,249
1,1,1,GELES MORENO Yeinny Norela,10820,1997-12-06,W,COL,A,67.51,69 kg Women,0,1,277,90,-95,-95,90,110,113,116,116,206
2,2,2,TORRES WONG Anacarmen,9260,1995-11-27,W,MEX,A,65.41,69 kg Women,0,1,277,83,-90,-90,83,105,110,-115,110,193
3,3,3,NOGUEIRA HERCULANO Julyanne,8357,1994-08-31,W,BRA,A,68.32,69 kg Women,0,1,277,70,74,76,76,-95,95,-100,95,171
4,4,4,CHAMORRO Isabel,8059,1994-04-02,W,CHI,A,66.22,69 kg Women,0,1,277,-75,-75,75,75,90,-97,-97,90,165
1,2,1,QUEJADA ALTAMIRANDA Keidys,9746,1996-07-12,W,COL,A,71.72,75 kg Women,0,1,277,-90,90,95,95,111,116,120,120,215
2,1,2,SANTANA PEGUERO Crismery Dominga,8852,1995-04-20,W,DOM,A,73.24,75 kg Women,0,1,277,90,95,96,96,110,115,119,119,215
3,3,3,RENTERIA URETA Michel,9341,1996-01-03,W,MEX,A,70.4,75 kg Women,0,1,277,75,80,-85,80,100,105,-110,105,185
1,1,1,BETANCUR MANCILLA Diego Fernando,8209,1994-06-15,M,COL,A,76.68,77 kg Men,0,1,277,137,138,145,145,168,-177,-177,168,313
2,2,3,CASTRO PALMA Darvin Jesus,8953,1995-06-11,M,VEN,A,74.87,77 kg Men,0,1,277,126,131,137,137,155,161,-165,161,298
3,4,2,LOPEZ FARIAS Bastian Andres,9150,1995-09-26,M,CHI,A,76.39,77 kg Men,0,1,277,126,-130,NA,126,-160,162,NA,162,288
4,3,4,PALOMO BRICENO David Humberto,9391,1996-01-23,M,MEX,A,76.11,77 kg Men,0,1,277,121,126,-130,126,150,155,161,161,287
5,5,5,DAMRON Nathan Charles,9596,1996-05-06,M,USA,A,76.79,77 kg Men,0,1,277,-123,-123,123,123,153,-159,-159,153,276
1,1,1,MARTINS Romario Paulo,8301,1994-08-03,M,BRA,A,83.78,85 kg Men,0,1,277,132,140,-143,140,165,171,172,172,312
2,3,2,KU RUIZ Daniel Jacinto,9919,1996-10-26,M,MEX,A,83.85,85 kg Men,0,1,277,123,127,129,129,160,165,172,172,301
3,2,3,VALADEZ BANDERAS Moises Eduardo,8074,1994-04-09,M,MEX,A,83.95,85 kg Men,0,1,277,125,128,131,131,160,165,-168,165,296
4,4,4,FORTE Clemson Hunter,8464,1994-10-25,M,USA,A,81.77,85 kg Men,0,1,277,-125,125,128,128,155,-160,163,163,291
5,5,5,WOELMER Paul Frederick,8077,1994-04-10,M,USA,A,84.15,85 kg Men,0,1,277,124,128,-130,128,158,163,-167,163,291
6,6,6,ASTETE MORALES Roberto Andres,10476,1997-06-25,M,CHI,A,84.35,85 kg Men,0,1,277,113,-117,-117,113,-148,153,-157,153,266
1,1,1,PEREZ FUENTES Rigoberto,8023,1994-03-13,M,MEX,A,93.37,94 kg Men,0,1,277,142,148,149,149,180,186,192,192,341
2,2,2,VIDAL DURANGO Jeison Andres,8515,1994-11-26,M,COL,A,90.98,94 kg Men,0,1,277,-141,141,148,148,179,185,-191,185,333
3,3,3,SOLITO Alejo Gaston,8163,1994-05-19,M,ARG,A,91.55,94 kg Men,0,1,277,118,123,-126,123,152,159,-162,159,282
