total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,bw,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
3,5,3,CAO Huyen Thuong,13826,2002-04-06,W,VIE,A,47.7,49 kg Women,0,0,506,-70,71,-74,71,-85,85,87,87,158
4,3,5,KAWASAKI Nanasa,15037,2005-10-12,W,JPN,A,48.75,49 kg Women,0,0,506,-71,71,73,73,-84,84,-86,84,157
5,4,4,YAMASHITA Emika,14595,2004-01-16,W,JPN,A,48.75,49 kg Women,0,0,506,-70,70,72,72,-85,85,-88,85,157
6,6,6,PHAN Thi Tuyet Ngoc,14613,2004-02-05,W,VIE,A,48.6,49 kg Women,0,0,506,-62,62,-65,62,81,-84,-84,81,143
7,8,7,TATGUNTI Aarati,14985,2005-06-22,W,IND,A,45.15,49 kg Women,0,0,506,45,-50,50,50,60,65,-68,65,115
8,7,8,SOUMYA SUNIL DALVI,15014,2005-08-18,W,IND,A,45.55,49 kg Women,0,0,506,45,50,-53,50,60,-65,65,65,115
1,1,1,DO Tu Tung,14581,2004-01-10,M,VIE,A,54.7,55 kg Men,0,0,506,103,106,110,110,131,136,-142,136,246
2,3,4,"NAFASOV Ogabek",13672,2002-01-21,M,UZB,A,54.65,55 kg Men,0,0,506,101,104,-107,104,119,124,127,127,231
3,4,2,AUYELKHANOV Ablay,14381,2003-06-27,M,KAZ,A,54.95,55 kg Men,0,0,506,94,97,-100,97,125,130,-135,130,227
4,5,5,KULAYBI Dahish Mohammed,12650,2000-06-22,M,KSA,A,53.9,55 kg Men,0,0,506,75,80,-87,80,95,100,103,103,183
NA,2,NA,QUAN Dac Tri,12887,2000-10-26,M,VIE,A,54.85,55 kg Men,0,0,506,102,105,-107,105,-130,-130,-130,NA,NA
NA,NA,3,"NAYAK Muna",14104,2002-10-20,M,IND,A,54.9,55 kg Men,0,0,506,-100,-100,-100,NA,125,130,-135,130,NA
1,1,1,NGUYEN Thi Thuy Tien,12899,2000-11-03,W,VIE,A,54.15,55 kg Women,0,0,506,79,-81,-82,79,98,102,105,105,184
2,2,2,KLARISA Juliana,14004,2002-07-29,W,INA,A,54.75,55 kg Women,0,0,506,75,78,-80,78,97,101,104,104,182
3,4,4,ABDULLAEVA Nigora,14700,2004-05-13,W,UZB,A,54.55,55 kg Women,0,0,506,72,75,-79,75,90,93,-95,93,168
4,5,3,PANFILOVA Jamila,14232,2003-02-11,W,UZB,A,53.65,55 kg Women,0,0,506,68,71,74,74,88,92,94,94,168
5,3,6,PATIL Ananya Vijay,13037,2001-01-14,W,IND,A,54.25,55 kg Women,0,0,506,72,76,-78,76,84,87,-90,87,163
6,6,5,MANGKHYA Boni,14715,2004-06-04,W,IND,A,53.95,55 kg Women,0,0,506,65,-69,69,69,88,-93,93,93,162
7,7,7,EKRA Marjia Akter,14329,2003-05-06,W,BAN,A,52.75,55 kg Women,0,0,506,55,-60,60,60,-65,65,71,71,131
1,2,1,ESHQULOVA Barchinoy,14121,2002-11-03,W,UZB,A,58.65,59 kg Women,0,0,506,73,76,79,79,92,97,102,102,181
2,1,2,HUANG Ya-Ting,12541,2000-04-20,W,TPE,A,58.05,59 kg Women,0,0,506,75,78,80,80,95,100,-103,100,180
3,4,3,CHINGAKHAM Nirmala Devi,13336,2001-06-19,W,IND,A,58.95,59 kg Women,0,0,506,72,-76,-76,72,88,92,-97,92,164
4,5,4,DJURAEVA Madinabonu,14832,2004-09-29,W,UZB,A,58.2,59 kg Women,0,0,506,65,68,-72,68,80,84,90,90,158
NA,3,NA,ANDRIANI Putri Aulia,13882,2002-05-16,W,INA,A,58.3,59 kg Women,0,0,506,75,78,-80,78,-97,-97,-97,NA,NA
1,1,1,FAATHIR Muhammad,14344,2003-05-21,M,INA,A,60.55,61 kg Men,0,0,506,116,119,-122,119,146,151,154,154,273
2,2,2,GOGOI Sidhanta,14664,2004-04-08,M,IND,A,60.3,61 kg Men,0,0,506,112,116,118,118,143,146,151,151,269
3,3,3,AKMOLDA Sairamkez,13886,2002-05-18,M,KAZ,A,60.95,61 kg Men,0,0,506,110,114,117,117,140,145,150,150,267
4,4,4,ABDUKHALILOV Nurdiyor,13453,2001-09-01,M,UZB,A,60.8,61 kg Men,0,0,506,108,113,-117,113,135,-145,-147,135,248
5,6,6,TAIIROV Elzar,14454,2003-09-13,M,KGZ,A,60.55,61 kg Men,0,0,506,100,105,-107,105,117,122,125,125,230
6,7,5,MURATBEK UULU Ishimbek,13601,2001-12-10,M,KGZ,A,60.05,61 kg Men,0,0,506,95,100,-104,100,128,-138,-138,128,228
7,8,7,ALABANDI Mahdi Redea A,14101,2002-10-18,M,KSA,A,60.55,61 kg Men,0,0,506,85,90,-96,90,105,-112,-115,105,195
NA,5,NA,LE Nguyen Quoc Bao,12322,2000-01-01,M,VIE,A,55.5,61 kg Men,0,0,506,-105,106,-109,106,-125,-125,-125,NA,NA
1,1,1,FAYZULLAEVA Kumushkhon,13671,2002-01-20,W,UZB,A,63.5,64 kg Women,0,0,506,92,NA,NA,92,113,NA,NA,113,205
2,3,3,YBRAY Gulnur,14376,2003-06-24,W,KAZ,A,63.8,64 kg Women,0,0,506,83,86,88,88,-106,106,110,110,198
3,4,2,KIM Hansol,13754,2002-03-07,W,KOR,A,63.3,64 kg Women,0,0,506,78,-81,81,81,107,-112,112,112,193
4,2,4,RAMADANI Tsabitha Alfiah,12970,2000-12-23,W,INA,A,63.65,64 kg Women,0,0,506,85,92,-95,92,100,-105,-105,100,192
5,5,6,MEYLIEVA Dirdona,13865,2002-05-05,W,UZB,A,61.2,64 kg Women,0,0,506,75,80,-84,80,-88,88,92,92,172
6,6,5,POTSHANGBAM Umeshwori Devi,14001,2002-07-28,W,IND,A,63.45,64 kg Women,0,0,506,72,-75,75,75,92,97,-101,97,172
1,4,1,TAISUYEV Saikhan,13893,2002-05-21,M,KAZ,A,66.7,67 kg Men,0,0,506,125,130,-135,130,165,-169,169,169,299
2,1,2,YASIN Mohammad,12363,2000-01-18,M,INA,A,66.35,67 kg Men,0,0,506,-132,132,136,136,157,-162,162,162,298
3,3,4,KIM Sungjin,12464,2000-03-10,M,KOR,A,66.75,67 kg Men,0,0,506,123,126,131,131,-150,150,-152,150,281
4,5,3,ALMAZYADI Nawaf Mohammed S,12763,2000-08-19,M,KSA,A,66.65,67 kg Men,0,0,506,-123,-123,123,123,148,153,158,158,281
5,2,6,PAKAR Hossein Chinibolagh,12757,2000-08-16,M,IRI,A,66.85,67 kg Men,0,0,506,124,131,135,135,144,-152,-152,144,279
6,6,7,MOLDODOSOV Elaman,14405,2003-07-22,M,KGZ,A,66.25,67 kg Men,0,0,506,95,100,103,103,115,120,123,123,226
7,7,8,SALLAJ Ibrahim Nasser Hussam,13498,2001-09-28,M,JOR,A,66.1,67 kg Men,0,0,506,87,-93,-93,87,100,106,110,110,197
NA,NA,5,TARIO Markio,14561,2004-01-01,M,IND,A,66.45,67 kg Men,0,0,506,-113,-113,-113,NA,142,147,-151,147,NA
1,2,1,SUVONOVA Nigora,15033,2005-10-05,W,UZB,A,70.8,71 kg Women,0,0,506,82,86,-88,86,106,110,113,113,199
2,1,2,SEGAWA Runa,14525,2003-11-17,W,JPN,A,69.4,71 kg Women,0,0,506,84,87,-90,87,104,108,111,111,198
3,3,3,HASAN Merna,14298,2003-04-09,W,SYR,A,68.3,71 kg Women,0,0,506,75,-82,82,82,95,101,103,103,185
4,4,4,CHOU Pei-Wen,13949,2002-06-25,W,TPE,A,70.7,71 kg Women,0,0,506,76,79,-81,79,93,99,102,102,181
5,5,5,HSIEH Ya-Ling,13400,2001-07-30,W,TPE,A,64.45,71 kg Women,0,0,506,-73,73,-77,73,86,91,-96,91,164
1,1,1,ABDULLAH Rahmat Erwin,12865,2000-10-13,M,INA,A,72.4,73 kg Men,0,0,506,140,144,-148,144,170,180,185,185,329
2,3,2,JAVADI ALIABADI Mir Mostafa,12649,2000-06-22,M,IRI,A,72.65,73 kg Men,0,0,506,134,-141,141,141,174,181,-189,181,322
3,2,3,BEIRALVAND Rouhollah,12857,2000-10-08,M,IRI,A,72.85,73 kg Men,0,0,506,134,-141,142,142,166,171,-178,171,313
4,4,4,JUNIANSYAH Rizki,14369,2003-06-17,M,INA,A,72.2,73 kg Men,0,0,506,127,132,139,139,160,165,168,168,307
5,5,5,OLIMOV Khojiakbar,14230,2003-02-11,M,UZB,A,72.65,73 kg Men,0,0,506,-126,126,-131,126,150,161,-166,161,287
6,7,6,ALMARZOUQ Abdullah Bassam A,13046,2001-01-18,M,KSA,A,70.2,73 kg Men,0,0,506,105,111,113,113,135,141,-145,141,254
7,8,7,ALHAYEK Ahmed Bandar A,14078,2002-09-28,M,KSA,A,69.75,73 kg Men,0,0,506,103,108,112,112,131,-137,-137,131,243
8,9,8,ALABUDI Adel Wajeeh Adel,13430,2001-08-15,M,JOR,A,71.95,73 kg Men,0,0,506,100,110,-115,110,130,-136,-136,130,240
NA,6,NA,LEE Youngmin,12945,2000-12-01,M,KOR,A,72.65,73 kg Men,0,0,506,125,-129,-130,125,-171,-172,-173,NA,NA
NA,NA,NA,NGUYEN Van Hieu,12986,2001-01-01,M,VIE,A,72.25,73 kg Men,0,0,506,-135,-135,-137,NA,-165,-166,-166,NA,NA
1,1,1,JABBOROVA Tursunoy,13749,2002-03-04,W,UZB,A,75.9,76 kg Women,0,0,506,97,103,107,107,115,123,NA,123,230
2,2,2,JAGHLI Mari,13642,2002-01-03,W,SYR,A,73.05,76 kg Women,0,0,506,-75,78,83,83,98,103,105,105,188
3,4,3,PAN Yu Ru,13916,2002-06-08,W,TPE,A,75.25,76 kg Women,0,0,506,77,80,-82,80,97,-103,-104,97,177
4,3,4,CHIU Ching-Yi,12678,2000-07-04,W,TPE,A,75.4,76 kg Women,0,0,506,-77,77,81,81,95,-100,-101,95,176
1,2,1,ZAFARJONOV Sarvarbek,12719,2000-07-26,M,UZB,A,80.65,81 kg Men,0,0,506,150,156,-161,156,183,-188,188,188,344
2,1,2,TOSHTEMIROV Mukhammadkodir,13477,2001-09-17,M,UZB,A,80.55,81 kg Men,0,0,506,151,157,161,161,182,NA,NA,182,343
3,4,3,SAPI Yessenkeldi,13676,2002-01-24,M,KAZ,A,80.85,81 kg Men,0,0,506,130,134,-137,134,170,177,-183,177,311
4,5,4,AL ISMAEL Mohsan Zaki J,13833,2002-04-10,M,KSA,A,79.6,81 kg Men,0,0,506,100,105,110,110,125,133,140,140,250
NA,3,NA,MOLDODOSOV Emil,12729,2000-08-01,M,KGZ,A,80.4,81 kg Men,0,0,506,-138,138,NA,138,NA,NA,NA,NA,NA
1,1,1,KUZGANBAYEVA Karina,12918,2000-11-13,W,KAZ,A,80.75,81 kg Women,0,0,506,93,97,101,101,118,123,126,126,227
2,2,2,HURSANOVA Laylohon,13390,2001-07-23,W,UZB,A,77.1,81 kg Women,0,0,506,77,82,86,86,95,100,-104,100,186
1,1,1,DAVRONOVA Dolera,13554,2001-11-03,W,UZB,A,86.85,87 kg Women,0,0,506,85,91,93,93,115,120,-123,120,213
2,2,2,NGUYEN Thu Huong,13065,2001-01-24,W,VIE,A,84.05,87 kg Women,0,0,506,86,92,-94,92,100,-117,-117,100,192
1,1,1,ADILETULY Nurgissa,12859,2000-10-09,M,KAZ,A,89,89 kg Men,0,0,506,155,160,165,165,185,190,195,195,360
2,3,2,JEONG Yonghun,12880,2000-10-19,M,KOR,A,87.8,89 kg Men,0,0,506,135,-141,142,142,175,180,182,182,324
3,2,4,SHAMSHIDINOV Khakimjon,13288,2001-05-18,M,UZB,A,82.1,89 kg Men,0,0,506,141,144,-147,144,170,175,179,179,323
4,4,3,HSIEH Meng-En,13310,2001-05-31,M,TPE,A,87.95,89 kg Men,0,0,506,140,-143,-143,140,179,-184,-184,179,319
5,6,5,DONG Bing-Cheng,12484,2000-03-20,M,TPE,A,87.9,89 kg Men,0,0,506,-138,138,-143,138,171,-176,-176,171,309
6,5,6,BIRANVAND Hossein,13416,2001-08-09,M,IRI,A,88.45,89 kg Men,0,0,506,-140,-140,140,140,160,-178,-178,160,300
7,7,7,YSMANOV Anvar,12416,2000-02-15,M,KGZ,B,88,89 kg Men,0,0,506,125,-130,130,130,150,157,-162,157,287
8,9,8,K B WAJIRA Srimal,13698,2002-02-05,M,SRI,B,88.9,89 kg Men,0,0,506,110,-115,-115,110,145,155,-161,155,265
9,8,9,HAMADA Mohammed K H,13770,2002-03-14,M,PLE,B,89,89 kg Men,0,0,506,-120,120,-127,120,141,-146,-151,141,261
1,2,1,ANTROPOV Artyom,12377,2000-01-23,M,KAZ,A,96,96 kg Men,0,0,506,145,150,155,155,195,205,210,210,365
2,1,2,TAHERI HAJI VAND Afshin,12463,2000-03-09,M,IRI,A,95.55,96 kg Men,0,0,506,150,156,160,160,176,181,186,186,346
3,3,3,AL GHAFEER Ezzeddin,12674,2000-07-03,M,SYR,A,95.3,96 kg Men,0,0,506,142,148,-155,148,178,-183,185,185,333
4,4,4,ALOTHMAN Ali Yousef A,13935,2002-06-16,M,KSA,A,92.35,96 kg Men,0,0,506,137,143,-149,143,177,-182,182,182,325
5,5,5,KIM Yushin,13187,2001-03-27,M,KOR,A,93,96 kg Men,0,0,506,-140,140,-145,140,170,-176,-179,170,310
