total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,bw,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,1,1,FLOREZ VILLALBA Santander Antonio,10349,1997-04-26,M,COL,A,61.81,62 kg Men,0,1,284,103,106,-109,106,135,-140,140,140,246
2,2,2,REYES Mendoza Alberto,10365,1997-05-07,M,PER,A,61.44,62 kg Men,0,1,284,94,-100,100,100,125,130,135,135,235
3,4,3,CORDOVA FARIAS Erick Alexander,10840,1997-12-18,M,PER,A,60.81,62 kg Men,0,1,284,88,90,92,92,120,125,-129,125,217
4,3,4,CHUNCHO GOMEZ Edison David,10382,1997-05-13,M,ECU,A,61.04,62 kg Men,0,1,284,90,-93,93,93,110,115,117,117,210
5,5,5,ROCAFUERTE AGUAVIL Axcel Jefferson,10109,1997-01-19,M,ECU,A,61.5,62 kg Men,0,1,284,89,91,-93,91,108,110,-111,110,201
6,6,6,JUNIOR Eustaquio,10724,1997-10-16,M,BRA,A,61.84,62 kg Men,0,1,284,85,90,-93,90,-105,105,110,110,200
1,1,1,JUANGA WASHIKIAT Magali Jessica,10278,1997-03-27,W,ECU,A,62.59,63 kg Women,0,1,284,74,-76,76,76,95,100,103,103,179
2,2,2,CAJAS QUIROZ Yomara Esther,11170,1998-05-14,W,PER,A,62.36,63 kg Women,0,1,284,65,-68,68,68,85,88,91,91,159
3,3,3,GALLEGOS CUTIPA Kelly Milagros,11459,1998-10-03,W,PER,A,59.92,63 kg Women,0,1,284,55,57,-59,57,72,76,79,79,136
4,4,4,C. GONCALVES Mayara,10804,1997-11-26,W,BRA,A,61.57,63 kg Women,0,1,284,-55,-55,55,55,65,70,75,75,130
5,5,5,DAHN Sheila,11736,1999-02-13,W,ARG,A,60.35,63 kg Women,0,1,284,35,40,45,45,45,-50,50,50,95
1,1,1,CAICEDO PIEDRAHITA Andres Mauricio,10591,1997-08-15,M,COL,A,68.36,69 kg Men,0,1,284,115,120,125,125,145,NA,NA,145,270
2,2,2,TERRONES MIRANDA Oscar Adrian,10933,1998-01-23,M,PER,A,66.71,69 kg Men,0,1,284,105,109,111,111,135,140,143,143,254
3,4,3,MONTENEGRO Jose,10285,1997-03-30,M,ECU,A,65.97,69 kg Men,0,1,284,98,-102,102,102,128,132,-138,132,234
4,3,4,VARELA ARRIAGADA Ricardo Alexis,10504,1997-07-08,M,CHI,A,67.88,69 kg Men,0,1,284,101,104,111,111,-123,123,-128,123,234
5,5,5,A. LINHARES Marley F.,11746,1999-02-17,M,BRA,A,68.2,69 kg Men,0,1,284,95,-100,100,100,115,123,-129,123,223
6,6,6,ZOMER BORNEO Victor Vinicius,11000,1998-02-27,M,BRA,A,66.69,69 kg Men,0,1,284,-80,-80,80,80,102,110,115,115,195
7,8,7,FISCOYA RAMIREZ Omar,10641,1997-09-06,M,BOL,A,64.34,69 kg Men,0,1,284,50,55,-60,55,70,75,-80,75,130
8,7,8,WILLIAMS Darren Anthony,11399,1998-08-28,M,GUY,A,67.17,69 kg Men,0,1,284,57,-61,-61,57,63,64,70,70,127
1,1,1,DAJOMES BARRERA Neisi Patricia,11165,1998-05-12,W,ECU,A,68.55,69 kg Women,0,1,284,95,98,100,100,115,120,-123,120,220
2,2,2,DA SILVA FIGUEIREDO Thainara Aparecida,12417,2000-02-15,W,BRA,A,66.57,69 kg Women,0,1,284,55,60,63,63,70,-76,-76,70,133
3,3,3,LEON RIVAS Clara Luz,12227,1999-11-05,W,PER,A,63.08,69 kg Women,0,1,284,43,46,48,48,57,60,63,63,111
1,1,1,RODALLEGAS CARVAJAL Brayan Santiago,10781,1997-11-15,M,COL,A,75.76,77 kg Men,0,1,284,-127,127,134,134,157,-162,-166,157,291
2,2,2,ENRIQUE Vera,10308,1997-04-08,M,CHI,A,75.18,77 kg Men,0,1,284,105,-110,-110,105,-130,133,140,140,245
NA,NA,3,S. FERNANDES Joao,10266,1997-03-23,M,BRA,A,76.08,77 kg Men,0,1,284,-90,-90,-90,NA,125,-134,-134,125,NA
1,2,1,ASTETE MORALES Roberto Andres,10476,1997-06-25,M,CHI,A,84.62,85 kg Men,0,1,284,112,116,-120,116,150,157,-161,157,273
2,1,2,ALMEIDA PAREDES Daniel Alejandro,10205,1997-02-28,M,ECU,A,84.42,85 kg Men,0,1,284,113,117,-120,117,140,145,-150,145,262
3,3,4,URDIALES Herrera Jean Paul,10411,1997-05-24,M,PER,A,84.39,85 kg Men,0,1,284,83,88,91,91,115,122,126,126,217
4,4,3,G. PINHEIRO Lucas,10347,1997-04-25,M,BRA,A,82.83,85 kg Men,0,1,284,-85,-85,85,85,115,-123,126,126,211
1,1,1,SALDARRIAGA CALLE Hugo Jean Pierre,10643,1997-09-06,M,PER,A,92.96,94 kg Men,0,1,284,100,-105,105,105,-130,130,132,132,237
