event_id,event,date,city,iso_code,age_group,is_olympics,is_university,country
113,ASIAN JUNIOR CHAMPIONSHIPS,2010-04-12,Tashkent,UZB,junior,0,0,Uzbekistan
116,78th MEN's and 21st WOMEN's WORLD CHAMPIONSHIPS,2010-09-16,Antalya,TUR,senior,0,0,Turkey
117,COMMONWEALTH GAMES,2010-10-03,Delhi,IND,senior,0,0,India
119,2010 AFRICAN CHAMPIONSHIPS,2010-08-02,Yaounde,CMR,senior,0,0,Cameroon
120,V. MEDITERRANEAN CUP,2010-10-22,Bormla,MLT,senior,0,0,Malta
122,CRIOLLO CUP AND IBEROAMERICAN CUP,2010-10-25,Caguas,PUR,senior,0,0,NA
124,IWF CONTINENTAL CLUBS GRAND PRIX,2010-12-11,Penang,MAS,senior,0,0,NA
125,EUROPEAN U 23 CHAMPIONSHIPS,2010-11-20,Limassol,CYP,senior,0,0,Cyprus
127,EUROPEAN JUNIOR CHAMPIONSHIPS,2010-11-20,Limassol,CYP,junior,0,0,Cyprus
129,2010 ASIAN GAMES,2010-11-12,Guangzhou,CHN,senior,0,0,China
131,XXVI. SIMON BOLIVAR CUP,2010-11-10,Valencia,VEN,senior,0,0,"Venezuela, Bolivarian Republic of"
133,LAUGARICIO CUP,2010-09-03,Trencin,SVK,senior,0,0,Slovakia
135,CHINA IWF GRAND PRIX,2011-01-15,Fujian,CHN,senior,0,0,China
138,30th MEN's and 10th WOMEN's JUNIOR WORLD CHAMPIONSHIPS,2004-05-24,Minsk,BLR,junior,0,0,Belarus
140,90TH MEN AND 24TH WOMEN EUROPEAN CHAMPIONSHIPS,2011-04-11,Kazan,RUS,senior,0,0,Russian Federation
142,23RD WOMEN'S AND 42ND MEN'S ASIAN CHAMPIONSHIPS,2011-04-09,Tongling,CHN,senior,0,0,China
144,2011 IWF YOUTH WORLD CHAMPIONSHIPS,2011-05-08,Lima,PER,youth,0,0,Peru
146,29th MEN's and 9th WOMEN's JUNIOR WORLD CHAMPIONSHIPS,2003-06-01,Hermosillo,MEX,junior,0,0,Mexico
148,ARAFURA GAMES AND OCEANIA CHAMPIONSHIPS,2011-05-11,Darwin,AUS,senior,0,0,Australia
150,28th MEN's and 8th WOMEN's JUNIOR WORLD CHAMPIONSHIPS,2002-05-30,Havirov,CZE,junior,0,0,Czech Republic
152,27th MEN's and 7th WOMEN's JUNIOR WORLD CHAMPIONSHIPS,2001-07-01,Thessaloniki,GRE,junior,0,0,NA
154,26th MEN's and 6th WOMEN's JUNIOR WORLD CHAMPIONSHIPS,2000-07-02,Prague,CZE,junior,0,0,Czech Republic
156,25th MEN's and 5th WOMEN's JUNIOR WORLD CHAMPIONSHIPS,1999-07-03,Savannah,USA,junior,0,0,United States
158,24th MEN's and 4th WOMEN's JUNIOR WORLD CHAMPIONSHIPS,1998-05-18,Sofia,BUL,junior,0,0,NA
160,2011 IWF JUNIOR WORLD CHAMPIONSHIPS,2011-06-29,Penang,MAS,junior,0,0,NA
161,PAN AMERICAN YOUTH (-17) CHAMPIONSHIPS,2011-04-07,Isla Margarita,VEN,youth,0,0,"Venezuela, Bolivarian Republic of"
163,26th SUMMER UNIVERSIADE,2011-08-12,Shenzhen,CHN,senior,0,0,China
165,2011 SOUTH AMERICAN CHAMPIONSHIPS,2011-08-25,Valencia,VEN,senior,0,0,"Venezuela, Bolivarian Republic of"
167,SIMON BOLIVAR INTERNATIONAL TOURNAMENT,2011-08-25,Valencia,VEN,senior,0,0,"Venezuela, Bolivarian Republic of"
171,XIV. PACIFIC GAMES,2011-09-05,Noumea,NCL,senior,0,0,New Caledonia
173,ASIAN YOUTH CHAMPIONSHIPS,2011-09-05,Pattaya,THA,youth,0,0,Thailand
175,ASIAN JUNIOR CHAMPIONSHIPS,2011-09-05,Pattaya,THA,junior,0,0,Thailand
177,2011 AFRICAN SENIOR CHAMPIONSHIPS,2011-10-10,Cape Town,RSA,senior,0,0,NA
178,2011 COMMONWEALTH YOUTH CHAMPIONSHIPS,2011-10-10,Cape Town,RSA,youth,0,0,NA
179,2011 COMMONWEALTH JUNIOR CHAMPIONSHIPS,2011-10-10,Cape Town,RSA,junior,0,0,NA
180,2011 COMMONWEALTH CHAMPIONSHIPS,2011-10-10,Cape Town,RSA,senior,0,0,NA
181,4TH INTERNATIONAL TOURNAMENT VLADAN MIHAJLOVIC MEMORIAL,2011-10-08,Subotica,SRB,senior,0,0,Serbia
183,EUROPEAN JUNIOR CHAMPIONSHIPS,2011-09-10,Bucharest,ROU,junior,0,0,Romania
185,EUROPEAN U 23 CHAMPIONSHIPS,2011-09-10,Bucharest,ROU,senior,0,0,Romania
187,EUROPEAN YOUTH CHAMPIONSHIPS,2011-08-21,Ciechanow,POL,youth,0,0,Poland
189,2011 PAN AMERICAN GAMES,2011-10-23,Guadalajara,MEX,senior,0,0,Mexico
190,2011 IWF WORLD CHAMPIONSHIPS,2011-11-04,Paris,FRA,senior,0,0,France
192,26TH SOUTHEAST ASIAN (SEA) GAMES,2011-11-11,Palembang,INA,senior,0,0,NA
194,ASIAN INTER-CLUB CHAMPIONSHIPS,2011-11-25,Tashkent,UZB,senior,0,0,Uzbekistan
196,"""LONDON PREPARES"" INTERNATIONAL INVITATIONAL",2011-12-10,London,GBR,senior,0,0,United Kingdom
198,2011 IWF GRAND PRIX - PRESIDENT'S CUP,2011-12-17,Belgorod,RUS,senior,0,0,Russian Federation
199,ASIAN INTER-CLUB JUNIOR CHAMPIONSHIPS,2011-11-25,Tashkent,UZB,junior,0,0,Uzbekistan
201,PAN ARAB GAMES,2011-12-09,Doha,QAT,senior,0,0,Qatar
203,AFRICAN CHAMPIONSHIPS,2012-03-29,Nairobi,KEN,senior,0,0,Kenya
204,EUROPEAN CHAMPIONSHIPS,2012-04-09,Antalya,TUR,senior,0,0,Turkey
205,2012 ASIAN CHAMPIONSHIPS,2012-04-22,Pyeongtaek,KOR,senior,0,0,"Korea, Republic of"
206,PAN-AMERICAN CHAMPIONSHIPS,2012-05-10,Antigua Guatemala,GUA,senior,0,0,NA
207,2012 IWF JUNIOR WORLD CHAMPIONSHIPS,2012-05-10,Antigua Guatemala,GUA,junior,0,0,NA
208,YOUTH OCEANIA CHAMPIONSHIPS,2012-06-04,APIA,SAM,youth,0,0,NA
209,OCEANIAN CHAMPIONSHIPS,2012-06-04,Apia,SAM,senior,0,0,NA
210,JUNIOR OCEANIA CHAMPIONSHIPS,2012-06-04,Apia,SAM,junior,0,0,NA
211,2012 COMMONWEALTH YOUTH CHAMPIONSHIPS,2012-06-04,Apia,SAM,youth,0,0,NA
212,2012 COMMONWEALTH CHAMPIONSHIPS,2012-06-04,Apia,SAM,senior,0,0,NA
213,2012 COMMONWEALTH JUNIOR CHAMPIONSHIPS,2012-06-04,Apia,SAM,junior,0,0,NA
214,XXX OLYMPIC GAMES,2012-07-27,London,GBR,senior,1,0,United Kingdom
215,2012 IWF YOUTH WORLD CHAMPIONSHIPS,2012-09-18,Kosice,SVK,youth,0,0,Slovakia
216,2012 IWF GRAND PRIX - PRESIDENT'S CUP,2012-10-12,ST. Petersburg,RUS,senior,0,0,Russian Federation
217,3rd FISU WORLD UNIVERSITY CHAMPIONSHIPS,2012-11-05,Eilat,ISR,junior,0,1,Israel
218,EUROPEAN YOUTH CHAMPIONSHIPS,2012-08-25,Constanta,ROU,youth,0,0,Romania
220,ASIAN YOUTH CHAMPIONSHIPS,2012-11-08,Yangoon,MYA,youth,0,0,NA
222,ASIAN JUNIOR CHAMPIONSHIPS,2012-11-10,Yangoon,MYA,junior,0,0,NA
224,2012 IWF GRAND PRIX - BAKU INTERNATIONAL CUP,2012-12-14,BAKU,AZE,senior,0,0,Azerbaijan
225,2012 SOUTH AMERICAN JUNIOR CHAMPIONSHIPS,2012-10-24,Maracaibo,VEN,junior,0,0,"Venezuela, Bolivarian Republic of"
226,2012 SOUTH AMERICAN CHAMPIONSHIPS,2012-10-24,Maracaibo,VEN,senior,0,0,"Venezuela, Bolivarian Republic of"
227,AFRICAN JUNIOR CHAMPIONSHIPS,2012-11-18,Tunis,TUN,junior,0,0,Tunisia
229,AFRICAN YOUTH CHAMPIONSHIPS,2012-11-18,Tunis,TUN,youth,0,0,Tunisia
231,PAN AMERICAN JUNIOR CHAMPIONSHIPS,2012-03-20,Medellin,COL,junior,0,0,Colombia
233,PAN AMERICAN YOUTH CHAMPIONSHIPS,2012-06-18,Vina Del Mar,CHI,youth,0,0,NA
234,EUROPEAN JUNIOR CHAMPIONSHIPS,2012-11-29,Eilat,ISR,junior,0,0,Israel
236,2013 IWF YOUTH WORLD CHAMPIONSHIPS,2013-04-07,Tashkent,UZB,youth,0,0,Uzbekistan
237,EUROPEAN CHAMPIONSHIPS,2013-04-08,Tirana,ALB,senior,0,0,Albania
239,2013 IWF JUNIOR WORLD CHAMPIONSHIPS,2013-05-03,Lima,PER,junior,0,0,Peru
240,ASIAN CHAMPIONSHIPS,2013-06-20,Astana,KAZ,senior,0,0,Kazakhstan
241,PAN AMERICAN CHAMPIONSHIPS,2013-06-22,Caracas,VEN,senior,0,0,"Venezuela, Bolivarian Republic of"
243,XVII MEDITERRANEAN GAMES,2013-06-20,Mersin,TUR,senior,0,0,Turkey
245,27th SUMMER UNIVERSIADE,2013-07-06,Kazan,RUS,senior,0,0,Russian Federation
246,OCEANIAN CHAMPIONSHIPS,2013-07-12,Brisbane,AUS,senior,0,0,Australia
247,OCEANIA JUNIOR CHAMPIONSHIPS,2013-07-12,Brisbane,AUS,junior,0,0,Australia
248,OCEANIA YOUTH CHAMPIONSHIPS,2013-07-12,Brisbane,AUS,youth,0,0,Australia
249,2013 SOUTH AMERICAN JUNIOR CHAMPIONSHIPS,2013-07-29,Santiago de Chile,CHI,junior,0,0,NA
250,PAN AMERICAN JUNIOR CHAMPIONSHIPS,2013-07-29,Santiago de Chile,CHI,junior,0,0,NA
251,PAN AMERICAN YOUTH CHAMPIONSHIPS,2013-09-03,Cancun,MEX,youth,0,0,Mexico
252,XIV PACIFIC MINI GAMES,2013-09-03,Wallis & Futuna,WAF,senior,0,0,NA
253,2013 IWF WORLD CHAMPIONSHIPS,2013-10-16,Wroclaw,POL,senior,0,0,Poland
254,AFRICAN CHAMPIONSHIPS,2013-10-28,Casablanca,MAR,senior,0,0,Morocco
255,2013 IWF GRAND PRIX - PRESIDENT'S CUP,2013-11-21,Moscow,RUS,senior,0,0,Russian Federation
256,2013 SOUTH AMERICAN CHAMPIONSHIPS,2013-11-16,Chiclayo,PER,senior,0,0,Peru
257,XVII BOLIVAR GAMES,2013-11-17,Chiclayo,PER,senior,0,0,Peru
258,ASIAN CUP,2013-09-10,Pyongyang,PRK,senior,0,0,"Korea, Democratic People's Republic of"
259,ASIAN JUNIOR CUP,2013-09-10,Pyongyang,PRK,junior,0,0,"Korea, Democratic People's Republic of"
260,2013 COMMONWEALTH CHAMPIONSHIPS,2013-11-24,Penang,MAS,senior,0,0,NA
261,2013 IWF GRAND PRIX & 2nd BAKU INTERNATIONAL CUP,2013-12-06,Baku,AZE,senior,0,0,Azerbaijan
262,2013 COMMONWEALTH JUNIOR CHAMPIONSHIPS,2013-11-24,Penang,MAS,junior,0,0,NA
263,2013 COMMONWEALTH YOUTH CHAMPIONSHIPS,2013-11-24,Penang,MAS,youth,0,0,NA
264,EUROPEAN UNDER 17 CHAMPIONSHIPS,2013-09-01,Klaipeda,LTU,senior,0,0,Lithuania
265,2013 ASIAN YOUTH GAMES,2013-08-17,Nanjing,CHN,youth,0,0,China
266,AFRICAN JUNIOR CHAMPIONSHIPS,2013-10-28,Casablanca,MAR,junior,0,0,Morocco
267,AFRICAN YOUTH CHAMPIONSHIPS,2013-10-28,Casablanca,MAR,youth,0,0,Morocco
268,VII MEDITERRANEAN CUP,2013-01-26,Brindisi,ITA,senior,0,0,Italy
269,EUROPEAN JUNIOR CHAMPIONSHIPS,2013-09-23,Tallin,EST,junior,0,0,Estonia
270,ASIAN YOUTH CHAMPIONSHIPS,2013-05-26,Doha,QAT,youth,0,0,Qatar
271,ASIAN JUNIOR CHAMPIONSHIPS,2013-07-01,Bishkek,KGZ,junior,0,0,Kyrgyzstan
272,ASIAN INTERCLUB CHAMPIONSHIPS,2013-09-11,Pyongyang,PRK,senior,0,0,"Korea, Democratic People's Republic of"
273,"10th INTERNATIONAL ""ASVO-NO"" WOMEN`S GRAND PRIX",2013-05-09,Brunn am Gebirge,AUT,senior,0,0,Austria
274,ASIAN YOUTH (YOG Qualification) CHAMPIONSHIP,2014-03-04,Bangsaen,THA,youth,0,0,Thailand
275,2014 ASIAN JUNIOR CHAMPIONSHIP,2014-03-04,Bangsaen,THA,junior,0,0,Thailand
276,SOUTH AMERICAN GAMES,2014-03-07,Santiago,CHI,senior,0,0,NA
277,PAN AMERICAN JUNIOR CHAMPIONSHIPS,2014-03-31,Reno,USA,junior,0,0,United States
278,EUROPEAN CHAMPIONSHIPS,2014-04-05,Tel Aviv,ISR,senior,0,0,Israel
279,AFRICAN YOUTH (YOG QUALIFICATION) CHAMPIONSHIPS,2014-04-15,TUNIS,TUN,youth,0,0,Tunisia
280,2014 AFRICAN JUNIOR CHAMPIONSHIPS,2014-04-15,TUNIS,TUN,junior,0,0,Tunisia
281,ISLAMIC SOLIDARITY GAMES,2014-03-27,Kampala,UGA,senior,0,0,Uganda
282,2014 EUROPEAN YOUTH CH. (YOG Qualification),2014-04-28,Ciechanow,POL,youth,0,0,Poland
283,2014 PAN-AMERICAN YOUTH CH. (YOG Qualification),2014-05-07,LIMA,PER,youth,0,0,Peru
284,2014 SOUTH AMERICAN YOUTH CHAMPIONSHIPS,2014-05-07,Lima,PER,youth,0,0,Peru
285,2014 OCEANIAN YOUTH CH. (YOG Qualification),2014-05-25,Mont Dore,NCL,youth,0,0,New Caledonia
286,2014 OCEANIAN JUNIOR CHAMPIONSHIPS,2014-05-25,Mont Dore,NCL,junior,0,0,New Caledonia
287,2014 OCEANIAN CHAMPIONSHIPS,2014-05-25,Mont Dore,NCL,senior,0,0,New Caledonia
288,2014 IWF JUNIOR WORLD CHAMPIONSHIPS,2014-06-20,Kazan,RUS,junior,0,0,Russian Federation
289,2014 AFRICAN YOUTH GAMES,2014-05-23,Gaborone,BOT,youth,0,0,NA
290,PAN AMERICAN CHAMPIONSHIPS,2014-05-26,Santo Domingo,DOM,senior,0,0,Dominican Republic
291,2014 COMMONWEALTH GAMES,2014-07-23,Glasgow,GBR,senior,0,0,United Kingdom
292,2014 SOUTH PACIFIC CHAMPIONSHIPS,2014-05-25,Mont Dore,NCL,senior,0,0,New Caledonia
293,2014 SOUTH PACIFIC JUNIOR CHAMPIONSHIPS,2014-05-25,Mont Dore,NCL,junior,0,0,New Caledonia
294,2014 SOUTH PACIFIC YOUTH CHAMPIONSHIPS,2014-05-25,Mont Dore,NCL,youth,0,0,New Caledonia
295,2nd YOUTH OLYMPIC GAMES,2014-08-16,Nanjing,CHN,youth,0,0,China
296,2014 IWF GRAND PRIX - PRESIDENT'S CUP,2014-09-06,NOYABRSK,RUS,senior,0,0,Russian Federation
297,2014 ASIAN GAMES,2014-09-19,Incheon,KOR,senior,0,0,"Korea, Republic of"
298,2014 IWF WORLD CHAMPIONSHIPS,2014-11-04,Almaty,KAZ,senior,0,0,Kazakhstan
299,4th FISU WORLD UNIVERSITY CHAMPIONSHIPS,2014-12-05,Chiangmai,THA,junior,0,1,Thailand
300,1st AFRO-ASIAN CHAMPIONSHIPS,2014-11-18,Tashkent,UZB,senior,0,0,Uzbekistan
301,PACIFIC CUP TOURNAMENT,2014-12-19,Mont Dore,NCL,senior,0,0,New Caledonia
303,1st EUROPEAN UNION JUNIOR CUP,2014-09-26,Split,CRO,junior,0,0,NA
304,1st EUROPEAN UNION YOUTH CUP,2014-09-26,Split,CRO,youth,0,0,NA
305,EUROPEAN JUNIOR CHAMPIONSHIPS,2014-11-21,Limassol,CYP,junior,0,0,Cyprus
306,3rd ASIAN CUP & INTERCLUBS CHAMPIONSHIPS,2014-11-18,Tashkent,UZB,senior,0,0,Uzbekistan
307,3rd ASIAN CUP & INTERCLUBS JUNIOR CHAMPIONSHIPS,2014-11-18,Tashkent,UZB,junior,0,0,Uzbekistan
308,22nd WOMEN AND 29th MEN ASIAN JUNIOR CHAMPIONSHIPS,2015-01-01,Doha,QAT,junior,0,0,Qatar
309,ARAB JUNIOR CHAMPIONSHIPS,2015-01-01,Doha,QAT,junior,0,0,Qatar
310,17th ASIAN YOUTH CHAMPIONSHIPS,2015-01-01,Doha,QAT,youth,0,0,Qatar
311,ARAB YOUTH CHAMPIONSHIPS,2015-01-01,Doha,QAT,youth,0,0,Qatar
312,2015 IWF YOUTH WORLD CHAMPIONSHIPS,2015-04-07,Lima,PER,youth,0,0,Peru
313,EUROPEAN CHAMPIONSHIPS,2015-04-10,Tbilisi,GEO,senior,0,0,Georgia
314,1st UNIVERSITY WORLD CUP,1998-04-24,Ramat Gan,ISR,junior,0,1,Israel
315,2nd UNIVERSITY WORLD CUP,1999-05-01,Chiba,JPN,junior,0,1,Japan
317,4th UNIVERSITY WORLD CUP,2001-06-08,Ruzomberok,SVK,junior,0,1,Slovakia
318,5th UNIVERSITY WORLD CUP,2002-06-28,Izmir,TUR,junior,0,1,Turkey
319,6th UNIVERSITY WORLD CUP,2003-07-11,Pavia,ITA,junior,0,1,Italy
320,7th UNIVERSITY WORLD CUP,2004-07-01,Emmitsburg,USA,junior,0,1,United States
321,8th UNIVERSITY WORLD CUP,2005-07-08,Villeneuve-Loubet,FRA,junior,0,1,France
322,2015 IWF JUNIOR WORLD CHAMPIONSHIPS,2015-06-06,Wroclaw,POL,junior,0,0,Poland
323,PAN-AMERICAN JUNIOR CHAMPIONSHIPS,2015-05-05,Cartagena,COL,junior,0,0,Colombia
324,OCEANIA JUNIOR CHAMPIONSHIPS,2015-07-06,Port Moresby,PNG,junior,0,0,Papua New Guinea
325,OCEANIA CHAMPIONSHIPS,2015-07-06,Port Moresby,PNG,senior,0,0,Papua New Guinea
326,2015 PAN AMERICAN GAMES,2015-07-11,Toronto,CAN,senior,0,0,Canada
327,OCEANIA YOUTH CHAMPIONSHIPS,2015-07-06,Port Moresby,PNG,youth,0,0,Papua New Guinea
328,2015 PACIFIC GAMES,2015-07-06,Port Moresby,PNG,senior,0,0,Papua New Guinea
329,AFRICAN JUNIOR CHAMPIONSHIPS,2015-07-27,Entebbe,UGA,junior,0,0,Uganda
330,AFRICAN YOUTH CHAMPIONSHIPS,2015-07-27,Entebbe,UGA,youth,0,0,Uganda
331,PAN-AMERICAN YOUTH CHAMPIONSHIPS,2015-09-15,San Luis Potosi,MEX,youth,0,0,Mexico
332,2015 IWF GRAND PRIX,2015-09-21,Fuzhou,CHN,senior,0,0,China
333,ASIAN CHAMPIONSHIPS,2015-09-06,Phuket,THA,senior,0,0,Thailand
334,EUROPEAN YOUTH CHAMPIONSHIPS,2015-08-01,Landskrona,SWE,youth,0,0,Sweden
335,2015 AFRICAN GAMES,2015-09-06,Brazzaville,CGO,senior,0,0,NA
336,EUROPEAN JUNIOR CHAMPIONSHIPS,2015-10-02,Klaipeda,LTU,junior,0,0,Lithuania
337,2015 COMMONWEALTH CHAMPIONSHIPS,2015-10-11,Balewadi Pune,IND,senior,0,0,India
338,2015 COMMONWEALTH YOUTH CHAMPIONSHIPS,2015-10-11,Balewadi Pune,IND,youth,0,0,India
